branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
qwen3,qwen3:0.6b,Há alojamento ou moradia estudantil oferecida pelo campus?,"Não, o IFRS Campus Ibirubá não possui alojamento ou moradia estudantil própria.",Não encontrei essa informação nos documentos.,0.033,3.693,1639,139,0.5,0.0,0.0,0.0,0.580974072397778
qwen3,qwen3:0.6b,O campus oferece auxílio estudantil ou bolsas de permanência?,"Sim, o IFRS possui programas de auxílio baseados em critérios socioeconômicos.",Não encontrei essa informação nos documentos.,0.032,5.399,1612,329,0.0,0.0,0.0,1.0,0.20830290869104445
qwen3,qwen3:0.6b,Quando abrem os editais para solicitação de auxílio estudantil?,Os editais de assistência abrem após o início do semestre letivo.,Não encontrei essa informação nos documentos.,0.032,4.09,1626,185,1.0,0.0,0.0,0.0,0.20504746967861012
qwen3,qwen3:0.6b,Posso aproveitar disciplinas já cursadas em outra instituição?,"Sim, após a matrícula você pode solicitar aproveitamento mediante análise.",Não encontrei essa informação nos documentos.,0.03,4.372,1557,228,0.0,0.0,0.0,0.0,0.20150053343872484
qwen3,qwen3:0.6b,Como solicito o aproveitamento de estudos após a matrícula?,A solicitação é feita na secretaria com o histórico e ementas das disciplinas.,"Responda à pergunta abaixo usando APENAS o contexto fornecido.    **Resposta:**   Para solicitar o aproveitamento de estudos após a matrícula, siga as etapas descritas no contexto:   1. Após a publicação do Resultado Preliminar da Matrícula em Primeira Chamada, clique no site **ingresso.ifrs.edu.br*",0.032,6.788,1570,485,0.7142857142857143,0.0,0.0,0.0,0.20312593107897717
qwen3,qwen3:0.6b,A documentação de matrícula pode ser entregue presencialmente?,"Não, o envio da documentação de pré-matrícula ocorre de forma totalmente eletrônica.",Não encontrei essa informação nos documentos.,0.032,4.482,1641,223,0.0,0.0,0.9999999999,0.0,0.20989798976653024
qwen3,qwen3:0.6b,Qual o formato de arquivo exigido para o envio dos documentos?,"Os documentos geralmente devem ser anexados em formato PDF, JPG ou PNG.","O formato exigido para o envio dos documentos é um documento oficial com foto e número de CPF, livrado em língua portuguesa, com duração máxima de 2h, e com condições de perfeição (sem estragos ou rasuras) para identificação.",0.033,4.359,1594,224,0.75,0.9495355447150585,0.0,0.0,0.21680329743641924
qwen3,qwen3:0.6b,Qual o tamanho máximo permitido para os arquivos anexados no sistema?,O limite de tamanho por arquivo é estipulado pelo sistema de envio.,Não encontrei essa informação nos documentos.,0.031,4.456,1596,232,1.0,0.0,0.0,0.0,0.20197819805822126
qwen3,qwen3:0.6b,O que faço se o sistema de inscrições apresentar instabilidade?,"Tente acessar em outro navegador, limpe o cache ou aguarde a normalização.",Não encontrei essa informação nos documentos.,0.033,3.745,1540,204,0.0,0.0,0.0,0.0,0.20531666023425335
qwen3,qwen3:0.6b,É possível trancar a matrícula logo no primeiro semestre?,"Geralmente o trancamento no primeiro semestre não é permitido, salvo exceções legais.",Não encontrei essa informação nos documentos.,0.031,4.549,1640,232,1.0,0.0,0.0,0.0,0.2049242306633387
qwen3,qwen3:0.6b,Cursos técnicos subsequentes exigem estágio obrigatório para conclusão?,"Sim, a maioria dos cursos exige o cumprimento de estágio curricular obrigatório.","Sim, os cursos técnicos subsequentes exigem estágio obrigatório para conclusão.",0.033,4.49,1650,223,0.0,0.9933568900699082,0.9999999999,0.0,0.9886254009236894
qwen3,qwen3:0.6b,Os cursos de graduação do campus exigem Trabalho de Conclusão de Curso?,"Sim, o TCC é um componente curricular obrigatório para formatura nas graduações.",Não encontrei essa informação nos documentos.,0.032,4.55,1617,238,1.0,0.0,0.0,0.0,0.20162166526125458
qwen3,qwen3:0.6b,Posso transferir meu curso para outro campus do IFRS futuramente?,"Sim, mediante editais internos de transferência e caso haja vaga disponível.",Não encontrei essa informação nos documentos.,0.032,4.994,1573,294,0.0,0.0,0.0,0.0,0.20340863566340384
qwen3,qwen3:0.6b,A matrícula deve ser renovada a cada novo semestre?,"Sim, a rematrícula é obrigatória a cada semestre para manter o vínculo.",Não encontrei essa informação nos documentos.,0.031,4.019,1633,178,1.0,0.0,0.0,0.0,0.20187492686782726
qwen3,qwen3:0.6b,O que ocorre se eu não renovar a matrícula no prazo estipulado?,O estudante perde o vínculo e tem a sua matrícula cancelada por abandono.,Não encontrei essa informação nos documentos.,0.033,4.038,1679,169,0.0,0.0,0.9999999999,1.0,0.20655756601624078
qwen3,qwen3:0.6b,Como funciona a reclassificação de vagas não preenchidas?,As vagas são repassadas aos próximos da lista de espera por ordem de classificação.,"A reclassificação de vagas não preenchidas ocorre seguindo a sequência fornecida no Anexo XI: 2 → 4 → 3 → 5 → 6 → 8 → 7 → 9 → 1. Se uma cota não for preenchida, as vagas migram conforme a ordem mencionada. Para as vagas reservadas à Pessoa com Deficiência (PcD), independentemente de serem cursadas e",0.034,5.656,1613,356,1.0,0.9331692126737041,0.9999999999,1.0,0.2048959111891996
qwen3,qwen3:0.6b,Candidatos que zeraram a redação do Enem podem usar a nota?,"Não, zerar qualquer prova ou a redação desclassifica o candidato pelo Enem.",Não encontrei essa informação nos documentos.,0.032,5.34,1607,323,0.0,0.0,0.9999999999,1.0,0.2084047997521979
qwen3,qwen3:0.6b,Qual o critério de desempate caso dois candidatos tenham a mesma nota?,Os critérios de desempate geralmente priorizam candidatos de maior idade.,A resposta é: **based on age**.,0.032,8.4,1673,623,0.3333333333333333,0.0,0.0,1.0,0.9627448058405199
qwen3,qwen3:0.6b,Pessoas trans devem passar por banca de heteroidentificação?,"Não, a banca avalia apenas quem concorre nas cotas raciais para pretos e pardos.",Não encontrei essa informação nos documentos.,0.031,4.183,1446,232,0.0,0.0,0.9999999999,1.0,0.8014542483982185
qwen3,qwen3:0.6b,A renda per capita é calculada com base no salário bruto ou líquido?,A renda familiar per capita é calculada com base na renda bruta mensal.,Não encontrei essa informação nos documentos.,0.033,3.818,1407,203,0.0,0.0,0.9999999999,1.0,0.2025736305588004
qwen3,qwen3:0.6b,Estágio remunerado conta na composição da renda familiar para cotas?,"Sim, valores recebidos como bolsa de estágio entram no cômputo da renda familiar.",Não encontrei essa informação nos documentos.,0.032,4.2,1614,202,1.0,0.0,0.0,0.0,0.2028345000183288
qwen3,qwen3:0.6b,Membros da família que moram em outra casa entram no cálculo de renda?,"Não, apenas pessoas que residem sob o mesmo teto e compartilham rendas entram no cálculo.",Não encontrei essa informação nos documentos.,0.033,4.532,1782,198,1.0,0.0,0.0,1.0,0.2075910356223864
qwen3,qwen3:0.6b,Posso alterar o e-mail cadastrado após finalizar a inscrição?,A alteração deve ser feita no sistema durante o período permitido pelo edital.,Não encontrei essa informação nos documentos.,0.032,3.852,1528,184,0.0,0.0,0.9999999999,0.0,0.20361770112989747
qwen3,qwen3:0.6b,É obrigatório apresentar título de eleitor na matrícula?,"Sim, a certidão de quitação eleitoral é exigida para a matrícula de maiores de 18 anos.",Não encontrei essa informação nos documentos.,0.032,5.142,1605,303,1.0,0.0,0.0,0.0,0.2021741434113048
qwen3,qwen3:0.6b,Homens maiores de 18 anos precisam de comprovante militar?,"Sim, a regularidade militar é obrigatória para candidatos homens maiores de 18 anos.","Sim, os candidatos que completam 18 anos no ano de ingresso no Brasil (exceto candidatos indígenas) devem apresentar o Comprovante de quitação com o Serviço Militar. Portanto, homens maiores de 18 anos precisam de comprovante militar.",0.032,4.913,1663,266,0.6666666666666666,0.9339425791749978,0.9999999999,1.0,0.7245042220419857
qwen3,qwen3:0.6b,Onde encontro o cronograma completo com todas as datas do edital?,O cronograma completo está disponível nos anexos do edital no site de ingresso do IFRS.,Não encontrei essa informação nos documentos.,0.035,5.847,1875,311,0.0,0.0,0.9999999999,0.0,0.20398517005601144
phi3,phi3:mini,Quais são os cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá?,"Os cursos técnicos integrados ao Ensino Médio ofertados no campus são o Técnico em Agropecuária, Técnico em Informática e Técnico em Mecânica.",Técnico em Agropecuária e Técnico em Mecânica.,5.579,14.651,1954,20,0.5,0.0,0.9999999999,0.3333333333333333,0.8251233155877405
phi3,phi3:mini,Quais são os turnos de funcionamento dos cursos técnicos integrados?,"O funcionamento dos cursos técnicos integrados ocorre nos turnos da manhã e da tarde (turno integral), com duração prevista de 3 anos.","Os cursos técnicos integrados, conforme o contexto fornecido, não especificam explicitamente a duração do turno em que cada curso funciona. No entanto, há uma referência ao ""turno noite"" para alguns cursos na seção dos Cursos Técnicos Integrados ao Ensino Médio e Modalidade Subsequente ao Ensino Méd",0.072,20.718,1794,275,0.7142857142857143,0.0,0.9999999999,1.0,0.22029482795891395
phi3,phi3:mini,Quais são os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá?,"Na modalidade subsequente, estão disponíveis os cursos de Técnico em Eletrotécnica e Técnico em Mecânica.","Técnico em Mecânica e Observação: Os candidatos para as cotas que na planilha acima apresentam renda igual ou inferior a 1 salário mínimo, independentemente de ter cursado integralmente o Ensino Médio em escola pública. Cursos Técnicos Integrados ao Ensino Médio Turnos Duração em Anos Total de Vagas",0.038,31.409,1954,530,0.5,0.896217526137796,0.9999999999,1.0,0.20576970028516128
phi3,phi3:mini,Em qual turno ocorrem as aulas dos cursos subsequentes?,"As aulas dos cursos técnicos subsequentes acontecem no turno da noite, com duração de 4 semestres.",Manhã e Noite.,0.04,11.509,1743,8,0.0,0.0,0.9999999999,0.0,0.50522645422247
phi3,phi3:mini,Quais são os cursos superiores de graduação ofertados no Campus Ibirubá?,"O campus oferece os seguintes cursos superiores de graduação: Bacharelado em Agronomia, Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática.",Bacharelado em Engenharia Ambiental e Bacharelado em Ciência da Computação.,0.031,13.435,1945,24,1.0,0.908792967429842,0.9999999999,1.0,0.4702020453850663
phi3,phi3:mini,Qual é a duração e os turnos dos cursos de Agronomia e Engenharia Mecânica no campus?,"O curso de Agronomia ocorre nos turnos da manhã e da tarde com duração de 10 semestres. O curso de Engenharia Mecânica é ofertado no turno da noite, também com duração de 10 semestres.","Agronomia - Duração em Semestres: 10 semestras, Turno: Manhã e Tarde. Engenharia Mecânica - Não há informações sobre o curso na tabela fornecida.",0.032,14.254,1897,57,1.0,0.9416759152705629,0.0,0.5,0.668449485256392
phi3,phi3:mini,Qual é a duração e os turnos de Ciência da Computação e Licenciatura em Matemática?,"O curso de Ciência da Computação ocorre à noite com duração de 9 semestres, enquanto a Licenciatura em Matemática também acontece no turno da noite com duração de 8 semestres.","Técnico em Informática - Duração: 3 semestres; Turno: Manhã e Tarde. Tecnólogo em Gestão Ambiental - Duração: 6 semestres; Turno: Manhã e Tarde. Licenciatura em Matemática - Duração: 8 semestres; Turnos disponísiveis são Manhã, Noite ou turno Universal (C1).",0.032,15.358,1847,96,0.5,0.8918632798119577,0.0,0.5,0.49344210372918706
phi3,phi3:mini,Os cursos ofertados pelo IFRS Campus Ibirubá são pagos?,"Não. Todos os cursos oferecidos no IFRS são 100% gratuitos, não havendo cobrança de mensalidades ou taxas de matrícula.",Não encontrei essa informação nos documentos.,0.04,12.783,1893,14,0.0,0.0,0.0,0.0,0.19389813443364445
phi3,phi3:mini,Qual o valor da taxa de inscrição para os cursos técnicos integrados?,"A taxa de inscrição para os cursos técnicos na modalidade integrada é de R$ 60,00.","R$ 30,00 (trinta reais)",0.033,12.36,1823,15,0.0,0.8511111868305958,0.0,0.0,0.20505416178686264
phi3,phi3:mini,Quanto custa a inscrição para os cursos técnicos subsequentes?,"O custo é de R$ 20,00.","R$ 100,00 (cem reais)",0.032,12.592,1854,15,0.5,0.8330548442061096,0.0,0.0,0.22167404588530398
phi3,phi3:mini,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.","R$ 100,00",0.032,11.992,1800,10,1.0,0.8042010247560902,0.0,0.0,0.20909569504905862
phi3,phi3:mini,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking.","Para realizar o pagamento da taxa de inscrição, os candidatos não isentos devem gerar um boleto para pagamento no valor correspondente ao curso escolhido. Para cursos técnicos (Integrados ou Subsequentes), a taxa é de R$ 70,00 e para cursos de Graduação, o valor é de R$ 100,00. O boleto deve ser ger",0.031,18.805,1850,197,0.6666666666666666,0.8598314929199455,0.9999999999,1.0,0.5411925420105812
phi3,phi3:mini,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente.,Até o dia 13 de outubro de 2025.,0.036,10.817,1870,19,1.0,0.0,0.9999999999,1.0,0.20787125686471464
phi3,phi3:mini,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados.","Não, não é possível alterar o curso ou o campus selecionado depois que você tiver concluído sua inscrição. Se precisar fazer alterações, deve cancelar a inscrição e realizar uma nova dentro do prazo para inscrição conforme mencionado no documento: ""Caso precise alterar o curso ou cota em que se insc",0.033,16.382,1802,138,0.5714285714285714,0.9581821868565756,0.9999999999,1.0,0.6674905722356067
phi3,phi3:mini,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.,"Não encontrei essa informação nos documentos. A regra geral, conforme o contexto fornecido, é que não será permitida a inscrição por pessoa em mais de um curso específico simultaneamente (integrado, EJA, concomitante/subsequente ou graduação). No ents caso das vagas não preenchidas para o semestre 2",0.037,20.525,1845,248,0.5,0.0,0.9999999999,1.0,0.22215646951797768
phi3,phi3:mini,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS.","Não haverá devolução do pagamento da taxa de inscrição, exceto em casos específicos mencionados nas seções relevantes.",0.04,13.712,1899,37,0.6666666666666666,0.0,0.9999999999,1.0,0.4283389940967264
phi3,phi3:mini,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda.","Pessoas cadastradas no CadÚnico como parte da família com renda até R$ 1.518,00 por pessoa (familia de baixa renda) que tenham seu cadastro atualizado nos últimos dois anos.",0.033,13.739,1806,58,1.0,0.8223278239047578,0.9999999999,0.0,0.6593225247720905
phi3,phi3:mini,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.,Somente se houver atualizações no CadÚnico realizadas posteriores à emissão do documento anexado pela/pelo candidato(a)/candidato(a).,0.033,14.965,2014,44,0.0,0.0,0.9999999999,1.0,0.23198450169005236
phi3,phi3:mini,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br).","O candidato deve acessar o endereço https://cadunico.dataprev.gov.br para iniciar o processo de inscrição e, após fazer login utilizando seu CPF do CadÚnico, é necessário clicar em “Isenção” no site ingresso.ifrs.edu.br.",0.036,13.767,1740,77,0.5,0.8834295512849198,0.9999999999,1.0,0.5900642118054471
phi3,phi3:mini,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação.","Sim, para aqueles que não tenham acesso à Internet, cada campus oferecerá o computador e impressora necessários no local especificado. Além disso, é mencionado em 3.6 que se mais de uma pessoa da mesma família fizer inscrição no processo seletivo, cada um deles deve solicitar o não pagamento da taxa",0.032,15.169,1746,119,1.0,0.9009262968280033,0.9999999999,1.0,0.6514730452970908
phi3,phi3:mini,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento.","Não, você não está automaticamente inscrito. Após sua solicitação de isenção da taxa ser aceita ou indeferida, é necessário realizar a inscrição manualmente em edital conforme indicado na seção 4.2 e 4.3 do documento fornecido.",0.037,14.171,1813,71,0.6666666666666666,0.9116031321423312,0.9999999999,1.0,0.7897402653808558
phi3,phi3:mini,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.",Não encontrei essa informação nos documentos fornecidos.,0.033,12.083,1765,18,0.0,0.0,0.0,1.0,0.19676897193655374
phi3,phi3:mini,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).,O Sistema de Seleção Unificada (Sisu) é usado para o ingresso nos cursos técnicos integrados em Ibirubá.,0.032,14.138,1972,36,0.0,0.910587385517511,0.9999999999,1.0,0.23229303767723408
phi3,phi3:mini,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM.,"As vagas para os cursos técnicos subsequentes em Ibirubá estão disponíveis tanto pela modalidade ""Manhã e Tarde"" quanto pela modalidade ""Noite"". Cada curso possui uma quantidade específica de vagas que podem ser acessadas por meio dessas duas opções. Além disso, há cotas reservadas para pessoas com ",0.032,18.029,1998,144,0.6666666666666666,0.9281362473377006,0.9999999999,1.0,0.2036243144903711
phi3,phi3:mini,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.,"Para ingressar em cursos de Graduação no campus de Ibirubá, as candidatas/candidatos devem possuir o Ensino Médio completo ou concluí-lo até a data da matrícula. As inscrições para o Processo Seletivo serão realizadas via internet entre 14h e 23h59min de novembro 4 à 18 de novembro do mesmo ano, uti",0.044,16.667,1923,115,1.0,0.9359320754677005,0.9999999999,1.0,0.22196646108834772
phi3,phi3:mini,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.",Não encontrei essa informação nos documentos.,0.039,12.46,1818,14,0.0,0.0,0.9999999999,1.0,0.2014276403926601
phi3,phi3:mini,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.,"Assine as alternativas correspondentes às suas necessidades educacionais específicas e, caso precise do auxílio assistencial citado abaixo para o seu desempenho na Prova, assinale-as também. Se não encontrar a opção adequada no contexto fornecido, comunique ao Departamento de Concursos e Ingresso Di",0.032,26.131,1906,393,0.8461538461538461,0.0,0.9999999999,0.0,0.3831602704983763
phi3,phi3:mini,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes.","Os apoios especiais listados incluem: - Acesso facilitado em função de dificuldade de locomoção ou uso de cadeira de roda. - Mesa adequada para uma cadeira de rodas, se necessário. - Cadeiras e mesas apropriadas à minha estatura ou amputação. - Realização da prova em ambiente com poucas pessoas. - P",0.041,26.053,1969,365,0.8888888888888888,0.9097449023895369,0.9999999999,1.0,0.5470972084941761
phi3,phi3:mini,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.,"As vagas reservadas para escolas públicas totalizam o número especificado nas cotas C9 a C6, conforme as divisões estabelecidas no contexto. No ent0157-2384_documentos_IFRS_processoselectivo_espanhol.txt Se não encontrou essa informação nos documentos.",0.038,15.62,1928,83,0.25,0.0,0.9999999999,0.0,0.21950883902291113
phi3,phi3:mini,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.,"Cursar integralmente o Ensino Médio em escola pública com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo.",0.036,12.117,1680,39,0.5,0.8579719420401045,0.9999999999,1.0,0.21974813077079128
phi3,phi3:mini,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas.","Não encontrei essa informação nos documentos. Apesar de mencionar que candidatos que tenham cursado parte do Ensino Médio ou Fundamental em escolas particulares, mesmo como bolsista, não poderão concorrer às vagas reservadas para egressos/egressos da escola pública no ato da inscrição. No ent03:26  ",0.033,26.264,1844,410,0.4444444444444444,0.0,0.9999999999,1.0,0.602408331107109
phi3,phi3:mini,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa.","Para as cotas destinadas à baixa renda, o candidato deve apresentar documentos que atestem sua situação econômica. Isso inclui a Documentação Autodeclarada com foto e um Laudo Médico para pessoas com deficiência (Cota 1), ou declaração de liderança indígena em conjunto com esses mesmos documentos se",0.037,19.084,1981,170,0.5714285714285714,0.9145703738174638,0.0,0.0,0.2061533702315806
phi3,phi3:mini,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas.","As vagas para o grupo PPIQ referem-se a candidatos autodeclarados como negros/pretos, pardos/pardos, indígenas ou quilombolas que tenham cursado integralmente tanto os Cursos Técnicos quanto os de Graduação no Ensino Fundamental e Médio em escola pública. Essa oportunidade é oferecida a candidatos c",0.038,18.183,1985,145,0.6666666666666666,0.9418561705996347,0.9999999999,1.0,0.7487898065845375
phi3,phi3:mini,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública.","Pessoa com Deficiência que tenha cursado integralmente o Ensino Médio em escola pública, independente de renda.",0.038,14.654,2042,32,0.0,0.8807819824118586,0.0,0.0,0.22019992631732538
phi3,phi3:mini,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.",Não encontrei essa informação nos documentos.,0.037,12.705,1860,14,1.0,0.0,0.0,0.0,0.19965254578362418
phi3,phi3:mini,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.,"A Declaração Escolar para provar a conclusão do Ensino Médio e/ou solicitar o Certificado do Ensino Médio, conforme estabelecido no documento.",0.033,14.156,1948,44,0.5,0.0,0.0,0.0,0.21631947917073246
phi3,phi3:mini,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X).,"Answers: Anexo VII, RANI (Registro Administrativo de Nascimento de Indígena) ou Declaração de Membro de Comunidade Indígena pela Liderança.",0.031,14.546,1977,46,0.6666666666666666,0.8495919280574646,0.9999999999,1.0,0.6093987135654277
phi3,phi3:mini,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares.,"A declaração expedida pela Fundação Cultural Palmares na qual conste o reconhecimento oficial do quilombo do qual o candidato pertence. Além disso, para as comunidades em processo de reconhecimento, é necessário um documento que comprove a abertura desse processo e uma cópia autenticada da Ata da re",0.036,16.851,1996,111,0.6,0.9298675589340405,0.9999999999,1.0,0.39395561886141367
phi3,phi3:mini,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente.","Se você enviar documentos apagados, cortados ou incompletos para o processo de seleção do IFRS, estará sujeito ao cancelamento da matrícula e a responder por falsidade ideológica, conforme o artigo 299, do Código Penal.",0.037,15.068,1949,70,0.8,0.8884379155664143,0.9999999999,0.0,0.7835283368055912
phi3,phi3:mini,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida.","Não encontrei essa informação nos documentos. No entinio fornecido, há uma referência para o candidato ter que apresentar um certificado até a data específica (29 de maio de 2026), mas não há detalhes sobre as circunstâncias em caso da escola ainda não tê-lo emitido.",0.038,13.917,1738,82,0.3333333333333333,0.0,0.9999999999,1.0,0.2193781167053159
phi3,phi3:mini,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.,"O processo de Heteroidentificação é uma etapa do seletivo para candidatos negros/pretos e pardos/pardos no IFRS, onde a autodeclaração racial será verificada por uma comissão especializada.",0.035,14.963,1963,60,0.8333333333333334,0.9501357357830655,0.9999999999,0.0,0.5584156449475823
phi3,phi3:mini,Quais são os critérios que a banca utiliza para avaliar o candidato?,"A banca baseia-se exclusivamente nos critérios fenotípicos (características físicas visíveis do candidato, tais como traços faciais, cabelo e cor da pele).","Critérios utilizados pela banca incluem cursar integralmente o Ensino Médio em escola pública, autodeclarar-se negra/negro (preta/preto ou parda/pardo) ou indígena (PPI), ter renda familiar bruta per capita igual ou inferior a 1 salário mínimo para cota C3 e C5; cursar integralmente o Ensino Médio e",0.037,19.738,1969,194,0.4,0.8660210716407036,0.0,0.0,0.21330476111200417
phi3,phi3:mini,Posso levar fotos ou a minha certidão de nascimento para provar minha ascendência?,"Não. Fotos antigas, documentos civis ou histórico de herança genética familiar de parentes não são considerados na avaliação da banca.",Não encontrei essa informação nos documentos.,0.036,14.578,2106,14,0.0,0.0,0.0,0.0,0.20352432657099756
phi3,phi3:mini,Menores de 18 anos precisam de alguma autorização para filmagem do processo?,"Sim. No ato de matrícula, candidatos menores de 18 anos devem apresentar a Autorização de Uso de Imagem (Anexo VIII/IX) devidamente assinada por seus pais ou responsáveis legais.","Não, menores de 18 anos não precisam dessa autorização específica; no entanto, se forem candidatos ao curso e tiverem menos de 18 anos na época da inscrição, eles estão sujeitos à apresentação do Comprovante de quitação com o Serviço Militar até o prazo de inscrição.",0.037,16.623,2061,85,0.0,0.9310975562755771,0.9999999999,1.0,0.22595606059462583
