branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
qwen3,qwen3:0.6b,Qual é o prazo padrão para análise e resposta dos recursos?,O prazo exato de resposta está previsto no cronograma oficial do edital.,Não encontrei essa informação nos documentos.,0.031,5.729,1921,290,1.0,0.0,0.9999999999,1.0,0.20327822313576077
qwen3,qwen3:0.6b,"Se meu recurso for negado, posso recorrer novamente?","Não, a decisão após a análise do recurso é definitiva na esfera administrativa.",Não encontrei essa informação nos documentos.,0.034,4.257,1662,195,1.0,0.0,0.0,0.0,0.20549902788824398
qwen3,qwen3:0.6b,Candidatos de outras cidades podem concorrer às vagas de Ibirubá?,"Sim, o processo seletivo é aberto a candidatos de qualquer município do país.",Não encontrei essa informação nos documentos.,0.031,4.543,1796,191,1.0,0.0,0.9999999999,0.0,0.7034323689889613
qwen3,qwen3:0.6b,Há alojamento ou moradia estudantil oferecida pelo campus?,"Não, o IFRS Campus Ibirubá não possui alojamento ou moradia estudantil própria.",Não encontrei essa informação nos documentos.,0.032,6.733,1639,461,1.0,0.0,0.0,0.0,0.580974072397778
qwen3,qwen3:0.6b,O campus oferece auxílio estudantil ou bolsas de permanência?,"Sim, o IFRS possui programas de auxílio baseados em critérios socioeconômicos.",Não encontrei essa informação nos documentos.,0.032,4.169,1612,196,1.0,0.0,0.0,1.0,0.20830290869104445
qwen3,qwen3:0.6b,Quando abrem os editais para solicitação de auxílio estudantil?,Os editais de assistência abrem após o início do semestre letivo.,Não encontrei essa informação.,0.032,3.971,1626,173,1.0,0.0,0.0,0.0,0.20129424221540537
qwen3,qwen3:0.6b,Posso aproveitar disciplinas já cursadas em outra instituição?,"Sim, após a matrícula você pode solicitar aproveitamento mediante análise.",Não encontrei essa informação nos documentos.,0.031,4.616,1557,254,0.0,0.0,0.0,0.0,0.20150053343872484
qwen3,qwen3:0.6b,Como solicito o aproveitamento de estudos após a matrícula?,A solicitação é feita na secretaria com o histórico e ementas das disciplinas.,Não encontrei essa informação nos documentos.,0.034,3.704,1570,152,1.0,0.0,0.0,0.0,0.20119049314115056
qwen3,qwen3:0.6b,A documentação de matrícula pode ser entregue presencialmente?,"Não, o envio da documentação de pré-matrícula ocorre de forma totalmente eletrônica.",Não encontrei essa informação nos documentos.,0.032,4.652,1641,244,0.0,0.0,0.0,0.0,0.20989798976653024
qwen3,qwen3:0.6b,Qual o formato de arquivo exigido para o envio dos documentos?,"Os documentos geralmente devem ser anexados em formato PDF, JPG ou PNG.",Não encontrei essa informação nos documentos.,0.032,4.865,1594,276,0.0,0.0,0.0,0.0,0.2104391948380765
qwen3,qwen3:0.6b,Qual o tamanho máximo permitido para os arquivos anexados no sistema?,O limite de tamanho por arquivo é estipulado pelo sistema de envio.,Não encontrei essa informação nos documentos.,0.032,5.089,1596,300,0.0,0.0,0.0,0.0,0.20197819805822126
qwen3,qwen3:0.6b,O que faço se o sistema de inscrições apresentar instabilidade?,"Tente acessar em outro navegador, limpe o cache ou aguarde a normalização.",Não encontrei essa informação nos documentos.,0.033,3.554,1540,182,0.0,0.0,0.0,0.0,0.20531666023425335
qwen3,qwen3:0.6b,É possível trancar a matrícula logo no primeiro semestre?,"Geralmente o trancamento no primeiro semestre não é permitido, salvo exceções legais.",Não encontrei essa informação nos documentos.,0.032,4.125,1640,186,1.0,0.0,0.0,0.0,0.2049242306633387
qwen3,qwen3:0.6b,Cursos técnicos subsequentes exigem estágio obrigatório para conclusão?,"Sim, a maioria dos cursos exige o cumprimento de estágio curricular obrigatório.",Não encontrei essa informação nos documentos.,0.032,6.306,1650,414,0.0,0.0,0.9999999999,0.0,0.19664725473384176
qwen3,qwen3:0.6b,Os cursos de graduação do campus exigem Trabalho de Conclusão de Curso?,"Sim, o TCC é um componente curricular obrigatório para formatura nas graduações.","Sim, os cursos de graduação exigem Trabalho de Conclusão de Curso.",0.031,9.952,1617,791,0.0,0.9650450214177703,0.0,0.0,0.9731880037948336
qwen3,qwen3:0.6b,Posso transferir meu curso para outro campus do IFRS futuramente?,"Sim, mediante editais internos de transferência e caso haja vaga disponível.",Não encontrei essa informação nos documentos.,0.036,3.956,1573,178,0.5,0.0,0.0,0.0,0.20340863566340384
qwen3,qwen3:0.6b,A matrícula deve ser renovada a cada novo semestre?,"Sim, a rematrícula é obrigatória a cada semestre para manter o vínculo.",Não encontrei essa informação nos documentos.,0.031,4.808,1633,261,0.0,0.0,0.0,0.0,0.20187492686782726
qwen3,qwen3:0.6b,O que ocorre se eu não renovar a matrícula no prazo estipulado?,O estudante perde o vínculo e tem a sua matrícula cancelada por abandono.,Não encontrei essa informação nos documentos.,0.032,4.336,1679,201,0.0,0.0,0.9999999999,1.0,0.20655756601624078
qwen3,qwen3:0.6b,Como funciona a reclassificação de vagas não preenchidas?,As vagas são repassadas aos próximos da lista de espera por ordem de classificação.,"A reclassificação de vagas não preenchidas ocorre seguindo a sequência descrita no Anexo XI:   1. Cota 2 → Cota 3 → Cota 4 → Cota 6 → Cota 8 → Cota 7 → Cota 9 → Cota 1.   2. Se uma candidata não concluir os requisitos para a ocupação de uma vaga reservada (como a Pessoa com Deficiência), ela é recla",0.032,5.641,1613,352,0.75,0.9346941784805026,0.9999999999,1.0,0.20623788019893224
qwen3,qwen3:0.6b,Candidatos que zeraram a redação do Enem podem usar a nota?,"Não, zerar qualquer prova ou a redação desclassifica o candidato pelo Enem.",Não encontrei essa informação nos documentos.,0.033,5.127,1607,300,0.0,0.0,0.9999999999,1.0,0.2084047997521979
qwen3,qwen3:0.6b,Qual o critério de desempate caso dois candidatos tenham a mesma nota?,Os critérios de desempate geralmente priorizam candidatos de maior idade.,Não encontrei essa informação nos documentos.,0.032,6.813,1673,461,0.0,0.0,0.9999999999,1.0,0.2031883623429906
qwen3,qwen3:0.6b,Pessoas trans devem passar por banca de heteroidentificação?,"Não, a banca avalia apenas quem concorre nas cotas raciais para pretos e pardos.",Não encontrei essa informação nos documentos.,0.032,4.235,1446,239,0.0,0.0,0.9999999999,0.0,0.20145424839821846
qwen3,qwen3:0.6b,A renda per capita é calculada com base no salário bruto ou líquido?,A renda familiar per capita é calculada com base na renda bruta mensal.,Não encontrei essa informação nos documentos.,0.032,4.771,1407,310,0.0,0.0,0.9999999999,1.0,0.2025736305588004
qwen3,qwen3:0.6b,Estágio remunerado conta na composição da renda familiar para cotas?,"Sim, valores recebidos como bolsa de estágio entram no cômputo da renda familiar.",Não encontrei essa informação nos documentos.,0.031,5.081,1614,295,0.0,0.0,0.0,0.0,0.2028345000183288
qwen3,qwen3:0.6b,Membros da família que moram em outra casa entram no cálculo de renda?,"Não, apenas pessoas que residem sob o mesmo teto e compartilham rendas entram no cálculo.",Não encontrei essa informação nos documentos.,0.036,4.608,1782,204,1.0,0.0,0.0,0.0,0.2075910356223864
qwen3,qwen3:0.6b,Posso alterar o e-mail cadastrado após finalizar a inscrição?,A alteração deve ser feita no sistema durante o período permitido pelo edital.,Não encontrei essa informação nos documentos.,0.033,4.523,1528,260,1.0,0.0,0.0,0.0,0.20361770112989747
qwen3,qwen3:0.6b,É obrigatório apresentar título de eleitor na matrícula?,"Sim, a certidão de quitação eleitoral é exigida para a matrícula de maiores de 18 anos.","Sim, é obrigatório apresentar o título de eleitor na matrícula. O contexto menciona que a candidata deve apresentar o certificado até 30 de abril de 2025, indicando que o título de eleitor é necessário no processo.",0.032,4.528,1605,239,0.3333333333333333,0.9798281128288746,0.0,0.0,0.4373934506147774
qwen3,qwen3:0.6b,Homens maiores de 18 anos precisam de comprovante militar?,"Sim, a regularidade militar é obrigatória para candidatos homens maiores de 18 anos.","Sim, homens maiores de 18 anos precisam apresentar um comprovante de quitação com o Serviço Militar, conforme规定.",0.032,4.268,1663,198,1.0,0.9626369183988832,0.9999999999,1.0,0.7332074007848273
qwen3,qwen3:0.6b,Onde encontro o cronograma completo com todas as datas do edital?,O cronograma completo está disponível nos anexos do edital no site de ingresso do IFRS.,O cronograma completo com todas as datas do edital está disponível no site **ingresso.ifrs.edu.br**.,0.033,5.669,1875,292,1.0,0.0,0.9999999999,1.0,0.6129479957533965
phi3,phi3:mini,Quais são os cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá?,"Os cursos técnicos integrados ao Ensino Médio ofertados no campus são o Técnico em Agropecuária, Técnico em Informática e Técnico em Mecânica.",Técnico em Agropecuária e Técnico em Mecânica.,5.964,14.666,1954,20,0.5,0.0,0.9999999999,0.0,0.8251233155877405
phi3,phi3:mini,Quais são os turnos de funcionamento dos cursos técnicos integrados?,"O funcionamento dos cursos técnicos integrados ocorre nos turnos da manhã e da tarde (turno integral), com duração prevista de 3 anos.","Os cursos técnicos integrados apresentam turnos durante o dia. Por exemplo, para o Técnico em Fabricação Mecânica, há dois turnos com duração total de 30 horas cada semestre e um estágio obrigatório que não é especificado no contexto fornecido.",0.073,13.96,1794,74,0.8,0.9327737407296925,0.9999999999,0.0,0.6340262186676453
phi3,phi3:mini,Quais são os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá?,"Na modalidade subsequente, estão disponíveis os cursos de Técnico em Eletrotécnica e Técnico em Mecânica.",Técnico em Mecânica e Técnico em Eletrotécnica.,0.033,13.134,1954,20,1.0,0.8881320754349534,0.9999999999,1.0,0.9814965433314389
phi3,phi3:mini,Em qual turno ocorrem as aulas dos cursos subsequentes?,"As aulas dos cursos técnicos subsequentes acontecem no turno da noite, com duração de 4 semestres.",Manhã,0.031,11.23,1743,4,0.0,0.0,0.9999999999,0.0,0.1936013202058588
phi3,phi3:mini,Quais são os cursos superiores de graduação ofertados no Campus Ibirubá?,"O campus oferece os seguintes cursos superiores de graduação: Bacharelado em Agronomia, Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática.",Feliz Superior Bacharelado em Engenharia Ambiental e Feliz Superior Bacharelado em Engenharia Química.,0.032,13.675,1945,34,1.0,0.0,0.9999999999,1.0,0.21900007165548815
phi3,phi3:mini,Qual é a duração e os turnos dos cursos de Agronomia e Engenharia Mecânica no campus?,"O curso de Agronomia ocorre nos turnos da manhã e da tarde com duração de 10 semestres. O curso de Engenharia Mecânica é ofertado no turno da noite, também com duração de 10 semestres.","Agronomia - Duração em Semestres: 10 semestras, Turno: Manhã e Tarde. Engenharia Mecânica - Não há informações sobre a duração e os turnos no contexto fornecido.",0.031,14.354,1897,60,1.0,0.0,0.9999999999,0.5,0.738189388374058
phi3,phi3:mini,Qual é a duração e os turnos de Ciência da Computação e Licenciatura em Matemática?,"O curso de Ciência da Computação ocorre à noite com duração de 9 semestres, enquanto a Licenciatura em Matemática também acontece no turno da noite com duração de 8 semestres.",Técnico em Informática - Duração: 3 semestres; Turno: Manhã e Tarde. Tecnólogo em Gestão Ambiental - Duração: 6 semestres; Turno: Manhã e Tarde. Licenciatura em Matemática - Duração: 8 semestres; Turno: Noite.,0.038,14.875,1847,82,0.5,0.8880814623812536,0.0,0.5,0.5218413653347875
phi3,phi3:mini,Os cursos ofertados pelo IFRS Campus Ibirubá são pagos?,"Não. Todos os cursos oferecidos no IFRS são 100% gratuitos, não havendo cobrança de mensalidades ou taxas de matrícula.","Não encontrei essa informação nos documentos. A questão sobre se os cursos estão a ser pagos não foi abordada no contexto fornecido. Para obtermos detalhes precisos, seria necessário consultar outras fontes ou diretrizes oficiais que possam especificar as condições de inscrição e financiamento dos c",0.037,15.296,1893,88,1.0,0.0,0.9999999999,0.0,0.21572808381438086
phi3,phi3:mini,Qual o valor da taxa de inscrição para os cursos técnicos integrados?,"A taxa de inscrição para os cursos técnicos na modalidade integrada é de R$ 60,00.","R$ 30,00 (trinta reais)",0.037,12.371,1823,15,0.5,0.835256851129591,0.0,0.0,0.20505416178686264
phi3,phi3:mini,Quanto custa a inscrição para os cursos técnicos subsequentes?,"O custo é de R$ 20,00.","R$ 100,00 (cem reais)",0.03,12.593,1854,15,0.5,0.8330548442061096,0.0,0.0,0.22167404588530398
phi3,phi3:mini,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.","R$ 100,00",0.032,11.996,1800,10,1.0,0.8042010247560902,0.0,0.0,0.20909569504905862
phi3,phi3:mini,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking.","Para realizar o pagamento da taxa de inscrição, os não isentos devem gerar um boleto para pagamento no valor especificado com base no modo de ingresso escolhido e se estão inscritos em cursos técnicos ou graduação. Os valores são: R$ 30,00 por Sorteio/ENEM; R$ 70,00 por Prova para cursos técnicos (I",0.032,21.652,1850,277,0.8333333333333334,0.8867368158272372,0.9999999999,1.0,0.5430450922116483
phi3,phi3:mini,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente.,Até o dia 22 de setembro de 2025.,0.036,10.793,1870,18,0.0,0.0,0.9999999999,1.0,0.20613740285768797
phi3,phi3:mini,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados.","Não, é possível alterar o curso ou cota em que se inscreveu apenas dentro do prazo para inscrição. Após isso não será mais permitido. Se precisar de alterações após a confirmação da inscrição, deve cancelá-la e realizar uma nova dentro do período estabelecido para inscrição. Além disso, se tiver pag",0.032,16.101,1802,127,1.0,0.9235069025294736,0.9999999999,1.0,0.6251198301817562
phi3,phi3:mini,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.,"Não encontrei essa informação nos documentos, pois a regra é que não será permitida a inscrição por pessoa em mais de um curso. Isso inclui cursos Integrados à Modalidade de Educação de Jovens e Adultos (EJA), Técnicos Concomitantes, Técninhos Concomitantes/Subsequentes, Técnicos Subsequentes e Curs",0.041,15.662,1845,108,0.7142857142857143,0.0,0.9999999999,1.0,0.5987022279205352
phi3,phi3:mini,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS.","Não haverá devolução do pagamento da taxa de inscrição. Apenas serão feitas devoluções em casos específicos, como o cancelamento do próprio processo seletivo ou a cancelação das ofertas para os cursos aos quais eu fui inscrito.",0.037,14.847,1899,71,0.75,0.9308797050473953,0.9999999999,1.0,0.6540685318816453
phi3,phi3:mini,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda.","Pessoas cadastradas no CadÚnico como pertencentes à família de baixa renda, que recebem até R$1.518 por pessoa por mês.",0.037,13.242,1806,43,1.0,0.8217015224151173,0.9999999999,0.0,0.5307357310896101
phi3,phi3:mini,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.,"Sim, para ser considerado válido, o cadastro no CadÚnico deve estar atualizado nos últimos dois anos. Isso é necessário tanto para candidatos que solicitam isenção da taxa de inscrição quanto para aqueles que não pedem tal isenção.",0.035,15.679,2014,64,1.0,0.901297580165805,0.9999999999,1.0,0.741184053515557
phi3,phi3:mini,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br).","O candidato deve acessar o endereço https://cadunico.dataprev.gov.br para iniciar o processo de inscrição e, em seguida, clicar no botão ""Entrar com o gov.br"" após realizar o login. Após isso, ele deve ir ao endereço ingresso.ifrs.edu.br e clicar em “Isenção” para acessar diretamente o formulário de",0.036,15.225,1740,117,0.7142857142857143,0.9128235663003261,0.9999999999,1.0,0.6751563248400998
phi3,phi3:mini,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação.","Sim, para aqueles que não tenham acesso à Internet, cada campus do IFRS disponibilizará computador e impressora nos endereços e horários constantes no item 6 deste edital. Além disso, o Formulário de Solicitação pode ser preenchido por mais de um membro da mesma família para solicitar a isenção do C",0.036,14.456,1746,95,0.8,0.8745652929867967,0.9999999999,1.0,0.5216810268314471
phi3,phi3:mini,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento.","Não, você ainda precisará realizar a inscrição manualmente em edital.",0.032,12.47,1813,21,1.0,0.8666365469028694,0.9999999999,1.0,0.6439458661885782
phi3,phi3:mini,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.",Não encontrei essa informação nos documentos fornecidos. A questão da necessidade de provas de renda não está explicitamente mencionada no contexto dado.,0.032,12.916,1765,43,1.0,0.0,0.9999999999,1.0,0.20874631287950615
phi3,phi3:mini,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).,Sorteio.,0.034,13.194,1972,5,0.0,0.0,0.9999999999,1.0,0.20138923524780525
phi3,phi3:mini,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM.,"As vagas para os cursos técnicos em Ibirubá estão disponíveis através do processo seletivo público, com acesso universal e reserva especificada para pessoas negras/pretas (C7), indígena (PPI) independentemente de renda (C8), e pessoas com Deficiência (PcD) que cursaram integralmente o Ensino Médio e",0.031,20.844,1998,223,0.5,0.9547449940841665,0.9999999999,1.0,0.19835475238873176
phi3,phi3:mini,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.,"Para ingressar em cursos de Graduação na cidade de Ibirubá é necessário possuir o Ensino Médio completo ou concluí-lo até a data da matrícula. As inscrições para o Processo Seletivo serão realizadas via internet no endereço ingresso.ifrs.edu.br, utilizando o login e senha do acesso à conta do portal",0.038,16.162,1923,100,1.0,0.9435696036043841,0.9999999999,1.0,0.22187354039450133
phi3,phi3:mini,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.",Não encontrei essa informação nos documentos.,0.041,12.461,1818,14,0.0,0.0,0.9999999999,1.0,0.2014276403926601
phi3,phi3:mini,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.,"Assine as alternativas correspondentes para suas necessidades específicas, como Acesso facilitado em função de dificuldade de locomoção ou uso de cadeira de roda. Se precisar disso por motivos médicos e tenha um telefonema para contato, certifique-se de que o seu acompanhante esteja disponível fora ",0.032,23.336,1906,312,0.8181818181818182,0.0,0.9999999999,0.0,0.20813743925038025
phi3,phi3:mini,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes.","- Acesso facilitado em função de dificuldade de locomoção ou uso de cadeira de roda.  - Mesa adequada a uma cadeira de rodas, se necessário.  - Realização da prova em ambiente com poucas pessoas para minimizar interrupções e distrações.  - Presença de um acompanhante que permanecerá fora da sala dur",0.04,32.451,1969,537,1.0,0.8945636982239494,0.9999999999,1.0,0.5288928413707231
phi3,phi3:mini,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.,"As vagas reservadas para escolas públicas totalizam o número especificado nas cotas C9 a C10, conforme descrito no contexto. No entanto, sem os números exatos fornecidos na questão original (que parecem estar faltando), não consigo determinar quantas vagas são reservadas para escolas públicas especi",0.039,19.172,1928,183,0.7777777777777778,0.0,0.9999999999,0.0,0.21615582555623275
phi3,phi3:mini,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.,"Cursar integralmente o Ensino Médio em escola pública com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo.",0.038,12.138,1680,39,0.5,0.8779069017415252,0.9999999999,1.0,0.21974813077079128
phi3,phi3:mini,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas.","Não encontrei essa informação nos documentos. A regra específica sobre acesso de candidatos que cursaram parte do Ensino Médio ou Curso Superior em escola particular, mesmo com bolsa integral, não é mencionada no contexto fornecido.",0.034,14.159,1844,65,0.0,0.0,0.9999999999,1.0,0.22663262293648545
phi3,phi3:mini,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa.","Para obter uma cota destinada à baixa renda, um candidato deve apresentar documentos que atestem sua situação econômica. Isso inclui a Documentação de Renda Inferior (Cota 1) e Autodeclaração com foto para negros pretos ou pardos, indígenas ou quilombolas (PPIQ), além do Laudo Médico Essential Comor",0.032,18.028,1981,142,0.6,0.9238744430476483,0.0,0.0,0.205537716343501
phi3,phi3:mini,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas.","As vagas para o grupo PPIQ referem-se a candidatos autodeclarados como negros/pretos, pardos/pardos, indígenas ou quilombolas que tenham cursado integralmente o Ensino Fundamental (Cursos Técnicos) ou Ensino Médio (Cursos de Graduação), em escola pública, e cuja renda familiar bruta per capita seja ",0.038,16.965,1985,111,0.8571428571428571,0.946097088026637,0.9999999999,1.0,0.7607117809195312
phi3,phi3:mini,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública.","Pessoa com Deficiência que tenha cursado integralmente o Ensino Médio em escola pública, independente de renda.",0.038,14.651,2042,32,0.75,0.9034219119092823,0.9999999999,0.0,0.4701999263173254
phi3,phi3:mini,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.","Se as vagas para pessoas com Deficiência (PcD) no processo seletivo do IFRS não forem preenchidas, o procedimento específico a ser seguido é não declarado nos documentos. Portanto, precisaríamos consultar regulamentações adicionais ou diretrizes para determinar como lidar com essa situação.",0.037,15.069,1860,83,0.5,0.0,0.9999999999,0.0,0.21546465954856048
phi3,phi3:mini,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.,Declaração Escolar confirmando a conclusão do Ensino Médio e/ou solicitando provas para comprovação da renda familiar bruta mensal per capita igual ou inferior ao salário mínimo.,0.037,14.544,1948,52,0.5,0.0,0.0,0.0,0.21907382121285174
phi3,phi3:mini,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X).,"Answers for the provided context are as follows: Anexo VII, RANI (Registro Administrativo de Nascimento de In digena), e Declaração de Membro de Comunidade Indígena pela Liderança. Additionally, a Carteira de identidade ou documento equivalente também pode ser necessário.",0.037,15.622,1977,74,0.75,0.0,0.9999999999,1.0,0.728405676441622
phi3,phi3:mini,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares.,"A declaração expedida pela Fundação Cultural Palmares na qual conste o reconhecimento oficial do quilombo ( Anexo XIV). Além disso, para candidatos que concorrem às vagas reservadas a comunidades indígenas e Quilombolas, é necessário enviar uma declaração de pertencimento ao respectivo grupo. Para a",0.037,18.825,1996,163,0.6,0.0,0.9999999999,1.0,nan
phi3,phi3:mini,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente.","Se você enviar documentos apagados, cortados ou incompletos, eles serão considerados inválidos. Como consequência disso, a matrícula não poderá ser efetuada até que todos os documentos sejam corretamente preenchidos e enviados dentro do prazo estipulado no processo de seleção. Se você tiver faltando",0.042,17.852,1949,146,0.7142857142857143,0.935401073849811,0.9999999999,1.0,0.4948376991641777
phi3,phi3:mini,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida.","Se sua escola ainda não tenha emitido seu Certificado de Conclusão do Ensino Médio até o início da matrícula, você deve seguir as orientações específsuitas para a situação. Geralmente, é necessário apresentar um Declaração Escolar ou outro documento equivalente que comprove sua conclusão eficaz do E",0.037,19.198,1738,233,0.6666666666666666,0.0,0.9999999999,1.0,0.6235215878998599
phi3,phi3:mini,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.,"O processo de Heteroidentificação consiste em uma comissão especial, formada por indivísduais negros/pretos e pardos/pardos do IFRS (Instituto Federal de Educação, Ciência e Tecnologia), que verifica a autodeclaração racial das candidatas/candidatos negras/pretas ou pardas/pardos inscritas para curs",0.035,18.947,1963,169,0.42857142857142855,0.9501357357830655,0.9999999999,1.0,0.4302552870853802
phi3,phi3:mini,Quais são os critérios que a banca utiliza para avaliar o candidato?,"A banca baseia-se exclusivamente nos critérios fenotípicos (características físicas visíveis do candidato, tais como traços faciais, cabelo e cor da pele).","Critério A - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo; Critério B - Autodeclarada/autodeclarado negra (preta/preto), parda (parda) ou indígena (PPI); e critérios C - Tenha cursado integralmente o Ensino Médio em escola pública.",0.039,16.27,1969,93,0.3333333333333333,0.8767594412090635,0.0,0.0,0.2165965907014128
phi3,phi3:mini,Posso levar fotos ou a minha certidão de nascimento para provar minha ascendência?,"Não. Fotos antigas, documentos civis ou histórico de herança genética familiar de parentes não são considerados na avaliação da banca.",Não encontrei essa informação nos documentos.,0.037,14.576,2106,14,1.0,0.0,0.9999999999,0.0,0.20352432657099756
