branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
llama3,llama3,Posso enviar recursos por e-mail diretamente ao campus?,"Não, recursos enviados por e-mail fora do sistema oficial não são analisados.","Sim, é possível enviar recursos por e-mail diretamente ao campus. Segundo o item 8.1.2, é possível solicitar o agendamento de atendimento on-line enviando um e-mail para o campus onde pretende realizar a prova no período de 24 de setembro de 2025 a 12 de outubro de 2025.",0.038,22.049,1548,77,0.75,0.9542378662202932,0.9999999999,1.0,0.21102498043456527
llama3,llama3,Qual é o prazo padrão para análise e resposta dos recursos?,O prazo exato de resposta está previsto no cronograma oficial do edital.,Não encontrei essa informação nos documentos.,0.041,22.833,1848,11,0.0,0.0,0.9999999999,1.0,0.20327822313576077
llama3,llama3,"Se meu recurso for negado, posso recorrer novamente?","Não, a decisão após a análise do recurso é definitiva na esfera administrativa.",Não encontrei essa informação nos documentos.,0.037,16.112,1639,11,0.0,0.0,0.0,0.0,0.20549902788824398
llama3,llama3,Candidatos de outras cidades podem concorrer às vagas de Ibirubá?,"Sim, o processo seletivo é aberto a candidatos de qualquer município do país.",Não encontrei essa informação nos documentos.,0.037,21.583,1761,11,0.0,0.0,0.0,0.0,0.7034323689889613
llama3,llama3,Há alojamento ou moradia estudantil oferecida pelo campus?,"Não, o IFRS Campus Ibirubá não possui alojamento ou moradia estudantil própria.",Não encontrei essa informação nos documentos.,0.036,19.858,1622,11,1.0,0.0,0.0,0.0,0.20597407239777799
llama3,llama3,O campus oferece auxílio estudantil ou bolsas de permanência?,"Sim, o IFRS possui programas de auxílio baseados em critérios socioeconômicos.",Não encontrei essa informação nos documentos.,0.037,19.51,1587,11,0.0,0.0,0.0,1.0,0.20830290869104445
llama3,llama3,Quando abrem os editais para solicitação de auxílio estudantil?,Os editais de assistência abrem após o início do semestre letivo.,Não encontrei essa informação nos documentos.,0.037,19.755,1615,11,1.0,0.0,0.0,0.0,0.20504746967861012
llama3,llama3,Posso aproveitar disciplinas já cursadas em outra instituição?,"Sim, após a matrícula você pode solicitar aproveitamento mediante análise.",Não encontrei essa informação nos documentos.,0.036,18.553,1537,11,1.0,0.0,0.0,0.0,0.20150053343872484
llama3,llama3,Como solicito o aproveitamento de estudos após a matrícula?,A solicitação é feita na secretaria com o histórico e ementas das disciplinas.,Não encontrei essa informação nos documentos.,0.036,19.318,1561,11,0.5,0.0,0.0,0.0,0.20119049314115056
llama3,llama3,A documentação de matrícula pode ser entregue presencialmente?,"Não, o envio da documentação de pré-matrícula ocorre de forma totalmente eletrônica.","Sim. De acordo com o item 12.4 do contexto, a/O candidata/candidato que não tiver acesso à internet, computador ou precisar de ajuda, poderá comparecer ao campus dentro do prazo para envio da documentação.",0.034,21.565,1630,56,1.0,0.8989495090172117,0.9999999999,0.0,0.21387354981193304
llama3,llama3,Qual o formato de arquivo exigido para o envio dos documentos?,"Os documentos geralmente devem ser anexados em formato PDF, JPG ou PNG.",Não encontrei essa informação nos documentos.,0.036,19.511,1594,11,0.0,0.0,0.0,0.0,0.2104391948380765
llama3,llama3,Qual o tamanho máximo permitido para os arquivos anexados no sistema?,O limite de tamanho por arquivo é estipulado pelo sistema de envio.,Não encontrei essa informação nos documentos.,0.037,19.488,1572,11,1.0,0.0,0.0,0.0,0.20197819805822126
llama3,llama3,O que faço se o sistema de inscrições apresentar instabilidade?,"Tente acessar em outro navegador, limpe o cache ou aguarde a normalização.",Não encontrei essa informação nos documentos.,0.043,14.824,1513,11,0.0,0.0,0.0,0.0,0.20531666023425335
llama3,llama3,É possível trancar a matrícula logo no primeiro semestre?,"Geralmente o trancamento no primeiro semestre não é permitido, salvo exceções legais.",Não encontrei essa informação nos documentos.,0.036,19.628,1611,11,0.0,0.0,0.0,0.0,0.2049242306633387
llama3,llama3,Cursos técnicos subsequentes exigem estágio obrigatório para conclusão?,"Sim, a maioria dos cursos exige o cumprimento de estágio curricular obrigatório.","Sim, o curso Técnico em Plásticos Noite 4 semestres* mencionado na tabela exige estágio obrigatório.",0.038,20.625,1618,33,0.6666666666666666,0.9292043610736685,0.9999999999,0.0,0.5307370514313663
llama3,llama3,Os cursos de graduação do campus exigem Trabalho de Conclusão de Curso?,"Sim, o TCC é um componente curricular obrigatório para formatura nas graduações.",Não encontrei essa informação nos documentos.,0.037,19.509,1588,11,1.0,0.0,0.0,0.0,0.20162166526125458
llama3,llama3,Posso transferir meu curso para outro campus do IFRS futuramente?,"Sim, mediante editais internos de transferência e caso haja vaga disponível.",Não encontrei essa informação nos documentos.,0.037,19.464,1553,11,0.0,0.0,0.0,0.0,0.20340863566340384
llama3,llama3,A matrícula deve ser renovada a cada novo semestre?,"Sim, a rematrícula é obrigatória a cada semestre para manter o vínculo.",Não encontrei essa informação nos documentos.,0.035,19.629,1612,11,1.0,0.0,0.0,0.0,0.20187492686782726
llama3,llama3,O que ocorre se eu não renovar a matrícula no prazo estipulado?,O estudante perde o vínculo e tem a sua matrícula cancelada por abandono.,Não encontrei essa informação nos documentos.,0.036,19.946,1636,11,1.0,0.0,0.9999999999,1.0,0.20655756601624078
llama3,llama3,Como funciona a reclassificação de vagas não preenchidas?,As vagas são repassadas aos próximos da lista de espera por ordem de classificação.,"A reclassificação de vagas não preenchidas ocorre da seguinte maneira:  * As vagas não preenchidas da cota 2 migram primeiro para a cota 4, em segundo lugar para a cota 3, e assim por diante. * Se houver mais vagas destinadas a uma cota que candidatas/candidatos inscritos nesta cota, as vagas que so",0.043,23.874,1588,122,0.7142857142857143,0.940271854547349,0.9999999999,1.0,0.21113632841500626
llama3,llama3,Candidatos que zeraram a redação do Enem podem usar a nota?,"Não, zerar qualquer prova ou a redação desclassifica o candidato pelo Enem.",Não encontrei essa informação nos documentos.,0.037,19.512,1589,11,0.0,0.0,0.9999999999,1.0,0.2084047997521979
llama3,llama3,Qual o critério de desempate caso dois candidatos tenham a mesma nota?,Os critérios de desempate geralmente priorizam candidatos de maior idade.,"Para os cursos técnicos, o critério de desempate é: Da/do candidata/candidato com maior idade para a/o de menor idade, no caso de haver candidata/candidato maior de 60 anos empatado. Este critério de desempate está de acordo com o parágrafo único do artigo 27 da Lei Federal n.º 10.741/2003.  Para os",0.039,26.277,1643,169,1.0,0.903209677376762,0.0,0.0,0.21852643878103672
llama3,llama3,Pessoas trans devem passar por banca de heteroidentificação?,"Não, a banca avalia apenas quem concorre nas cotas raciais para pretos e pardos.",Não encontrei essa informação nos documentos.,0.034,17.685,1438,11,0.0,0.0,0.9999999999,1.0,0.7014542483982185
llama3,llama3,A renda per capita é calculada com base no salário bruto ou líquido?,A renda familiar per capita é calculada com base na renda bruta mensal.,Não encontrei essa informação nos documentos.,0.038,17.058,1404,11,1.0,0.0,0.9999999999,1.0,0.2025736305588004
llama3,llama3,Estágio remunerado conta na composição da renda familiar para cotas?,"Sim, valores recebidos como bolsa de estágio entram no cômputo da renda familiar.",Não encontrei essa informação nos documentos.,0.041,19.517,1604,11,0.0,0.0,0.0,0.0,0.2028345000183288
llama3,llama3,Membros da família que moram em outra casa entram no cálculo de renda?,"Não, apenas pessoas que residem sob o mesmo teto e compartilham rendas entram no cálculo.",Não encontrei essa informação nos documentos.,0.036,22.002,1786,11,0.0,0.0,0.9999999999,0.0,0.2075910356223864
llama3,llama3,Posso alterar o e-mail cadastrado após finalizar a inscrição?,A alteração deve ser feita no sistema durante o período permitido pelo edital.,Não encontrei essa informação nos documentos.,0.037,18.432,1513,11,0.0,0.0,0.9999999999,0.0,0.20361770112989747
llama3,llama3,É obrigatório apresentar título de eleitor na matrícula?,"Sim, a certidão de quitação eleitoral é exigida para a matrícula de maiores de 18 anos.",Não encontrei essa informação nos documentos.,0.04,19.383,1601,11,1.0,0.0,0.0,0.0,0.5771741434113048
llama3,llama3,Homens maiores de 18 anos precisam de comprovante militar?,"Sim, a regularidade militar é obrigatória para candidatos homens maiores de 18 anos.","Sim, os candidatos do sexo masculino com idade entre 18 (dezoito) e 45 (quarenta e cinco) anos (exceto candidato indígena) devem apresentar o Comprovante de quitação com o Serviço Militar.",0.037,22.338,1679,61,1.0,0.8785194377279969,0.9999999999,1.0,0.6580972327095171
llama3,llama3,Onde encontro o cronograma completo com todas as datas do edital?,O cronograma completo está disponível nos anexos do edital no site de ingresso do IFRS.,"Encontrei essa informação nos documentos!  O cronograma completo está disponível na página ingresso.ifrs.edu.br e também está listado no documento, começando da data ""24/09 a 12/10/2025 Período de inscrições"" até a data ""29/01/2026 Publicação do resultado final da matrícula na Chamada Pública"".",0.037,24.761,1781,84,1.0,0.8716050933977934,0.9999999999,0.0,0.5525639497672763
mistral,mistral,Quais são os cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá?,"Os cursos técnicos integrados ao Ensino Médio ofertados no campus são o Técnico em Agropecuária, Técnico em Informática e Técnico em Mecânica.", Técnico em Administração e Técnico em Informática.,5.622,26.499,2034,18,0.0,0.0,0.9999999999,0.0,0.5151980524464563
mistral,mistral,Quais são os turnos de funcionamento dos cursos técnicos integrados?,"O funcionamento dos cursos técnicos integrados ocorre nos turnos da manhã e da tarde (turno integral), com duração prevista de 3 anos.", Os cursos técnicos integrados ao ensino médio funcionam nos turnos Manhã e Tarde.,0.074,22.638,1878,29,0.0,0.9635296044289362,0.9999999999,1.0,0.4853336630012327
mistral,mistral,Quais são os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá?,"Na modalidade subsequente, estão disponíveis os cursos de Técnico em Eletrotécnica e Técnico em Mecânica."," Os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá são:  1. Técnico em Agropecuária Manhã e Tarde (32 vagas) 2. Técnico em Eletrotécnica Noite (30 vagas) 3. Técnico em Mecânica Noite (30 vagas) 4. Osório Integrado Técnico em Administração Tarde (Prova R$ 70,00) (1 vagas) ",0.037,33.402,2035,239,0.2857142857142857,0.9999999999999999,0.9999999999,1.0,0.20698398871042334
mistral,mistral,Em qual turno ocorrem as aulas dos cursos subsequentes?,"As aulas dos cursos técnicos subsequentes acontecem no turno da noite, com duração de 4 semestres."," As aulas dos cursos subsequentes ao ensino médio ocorrem tanto no dia de tarde quanto na noite. Por exemplo, o Técnico em Contabilidade é oferecido no turno da noite e o Técnico em Biblioteconomia é oferecido no turno do manhã.",0.039,23.797,1794,71,0.75,0.9422195041694793,0.9999999999,0.0,0.4672730444704213
mistral,mistral,Quais são os cursos superiores de graduação ofertados no Campus Ibirubá?,"O campus oferece os seguintes cursos superiores de graduação: Bacharelado em Agronomia, Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática.", Os cursos superiores de graduação ofertados no Campus Ibirubá são: 1. Bacharelado em Engenharia Mecânica - Noite; 2. Bacharelado em Ciência da Computação - Noite; 3. Licenciatura em Matemática - Noite; 4. Bacharelado em Agronomia - Manhã e Tarde.,0.042,26.898,2008,91,1.0,0.9863826447990269,0.9999999999,1.0,0.9826099624903017
mistral,mistral,Qual é a duração e os turnos dos cursos de Agronomia e Engenharia Mecânica no campus?,"O curso de Agronomia ocorre nos turnos da manhã e da tarde com duração de 10 semestres. O curso de Engenharia Mecânica é ofertado no turno da noite, também com duração de 10 semestres."," MINISTÉRIO DA EDUCAÇÃO Secretaria de Educação Profissional e Tecnológica Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul Gabinete do Reitor 27 Rua Gen. Osório, 348 – Centro – Bento Gonçalves/RS – CEP 95.700-086 Telefone: (54) 3449.3371 –  ---  Cursos Superiores Turnos Duraç",0.038,40.479,1966,435,0.5,0.9695092627008826,0.0,0.5,0.5254319315458615
mistral,mistral,Qual é a duração e os turnos de Ciência da Computação e Licenciatura em Matemática?,"O curso de Ciência da Computação ocorre à noite com duração de 9 semestres, enquanto a Licenciatura em Matemática também acontece no turno da noite com duração de 8 semestres."," A Licenciatura em Matemática tem 8 semestres de duração e o turno oferecido é Noite. Já a Ciência da Computação não está listada nos documentos fornecidos, portanto, não encontrei essa informação sobre ela.",0.037,25.474,1947,65,0.6666666666666666,0.0,0.0,0.5,nan
mistral,mistral,Os cursos ofertados pelo IFRS Campus Ibirubá são pagos?,"Não. Todos os cursos oferecidos no IFRS são 100% gratuitos, não havendo cobrança de mensalidades ou taxas de matrícula."," Não, os cursos ofertados pelo IFRS Campus Ibirubá não são pagos. A taxa de inscrição é cobrada para algumas opções de seleção, mas o pagamento da matrícula só será solicitado após a homologação da inscrição do candidato.",0.04,26.432,1973,76,0.3333333333333333,0.9953228336486268,0.9999999999,0.0,0.4444451064119317
mistral,mistral,Qual o valor da taxa de inscrição para os cursos técnicos integrados?,"A taxa de inscrição para os cursos técnicos na modalidade integrada é de R$ 60,00."," R$ 70,00 (setenta reais), caso o modo de ingresso escolhido seja por Prova e o curso da inscrição seja um curso técnico.",0.037,24.243,1908,48,0.75,0.9280873133442434,0.0,0.0,0.22473842814585482
mistral,mistral,Quanto custa a inscrição para os cursos técnicos subsequentes?,"O custo é de R$ 20,00."," Para os cursos técnicos subsequentes, a taxa de inscrição é R$ 70,00 caso o modo de ingresso escolhido seja por Prova.",0.036,25.044,1962,46,1.0,0.9460652642128119,0.0,0.0,0.21290848340601246
mistral,mistral,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.", Não encontrei essa informação nos documentos.,0.037,22.677,1883,14,0.0,0.0,0.0,0.0,0.19622640328219648
mistral,mistral,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking."," O pagamento da taxa de inscrição pode ser realizado pelo boleto bancário, mas é necessário fazer o pagamento no prazo estabelecido, pois não será possível realizar o pagamento após o prazo. Caso deixe para realizar o pagamento no último dia, deverá se informar sobre o horário limite imposto pelo ba",0.036,26.488,1901,111,1.0,0.8884556697041452,0.9999999999,1.0,0.38749188930256484
mistral,mistral,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente., A taxa de inscrição pode ser paga até o dia 13 de outubro de 2025.,0.04,20.02,1933,29,1.0,0.9868093667739585,0.9999999999,1.0,0.21424175196629586
mistral,mistral,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados."," Sim, é possível alterar os dados da sua inscrição, mas apenas dentro do prazo para inscrição. Caso precise alterar o curso ou a cota em que se inscreveu, precisará cancelar a inscrição e realizar uma nova dentro do prazo para inscrição. Após o período de inscrição, não será realizada troca de curso",0.039,25.782,1879,101,1.0,0.9374824022661866,0.9999999999,1.0,0.7154594029718102
mistral,mistral,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.," Não, é permitido inscrever-se em apenas um curso no mesmo edital do IFRS. As seguintes restrições são estabelecidas:  * 6.11, 6.12, 6.13, 6.14, 6.15, 6.16 e 6.17 proibem a inscrição em mais de um curso Integrado, EJA, Concomitante, Subsequente, Concomitante/Subsequente ou Graduação; * 5.10, 5.11 e ",0.038,29.51,1947,173,0.7272727272727273,0.996686681389012,0.9999999999,1.0,0.8227702897902693
mistral,mistral,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS."," Sim, haverá devolução do valor pago na taxa de inscrição se o Processo Seletivo for cancelado ou para as/os candidatas/candidatos inscritos em algum curso que seja cancelada a oferta. No entanto, caso o Processo Seletivo não seja cancelado e você desistir de participar, não haverá reembolso do paga",0.039,26.989,1943,105,1.0,0.9332215702169268,0.9999999999,1.0,0.6599827223879315
mistral,mistral,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda."," Pessoas cadastradas no CadÚnico como familiares de baixa renda. Família de baixa renda é a que recebe até 1 salário mínimo por pessoa (R$ 1.518,00) por mês e o cadastro da família no CadÚnico precisa estar atualizado nos últimos 2 anos.",0.038,25.315,1872,85,1.0,0.8266177265797251,0.9999999999,1.0,0.4133304877829147
mistral,mistral,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.," Sim, os cadastros no CadÚnico precisam ser atualizados nos últimos 2 anos. (7.8.1 e 9.3.1)",0.038,26.131,2065,40,1.0,0.9521561177268572,0.9999999999,1.0,0.842287382609765
mistral,mistral,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br)."," A solicitação de isenção de taxa pode ser realizada no endereço ingresso.ifrs.edu.br, após realizar o login com o gov.br e preencher o Formulário de Solicitação de Isenção, anexando o Extrato de Consulta Completo do CadÚnico atualizado nos últimos 2 anos.",0.036,24.69,1808,89,1.0,0.9397140682505223,0.9999999999,1.0,0.6723041050217287
mistral,mistral,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação."," Sim, cada membro de uma mesma família deve solicitar a isenção individualmente.",0.039,22.11,1814,23,1.0,0.949712298409474,0.9999999999,1.0,0.8352251535535555
mistral,mistral,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento."," Não, se sua solicitação de isenção da taxa de inscrição for aceita (deferida), você precisará realizar a inscrição no Processo Seletivo entre o dia 24 de setembro de 2025 até o dia 12 de outubro de 2025.",0.036,25.099,1879,79,0.75,0.9493420425001926,0.9999999999,1.0,0.6522982111354074
mistral,mistral,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.", Não encontrei essa informação nos documentos fornecidos.,0.04,22.3,1839,18,0.0,0.0,0.9999999999,1.0,0.19676897193655374
mistral,mistral,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).," O sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá é a prova, com exceção do Técnico em Guia de Turismo que utiliza o sorteio.",0.036,26.321,2047,53,0.3333333333333333,0.9553096863584674,0.9999999999,1.0,0.6119794477512583
mistral,mistral,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM., As vagas para os cursos técnicos subsequentes do Campus Ibirubá são distribuídas conforme a seguinte tabela:  | Curso                   | Turno       | Duração em Semestres | Total de Vagas | Vagas Sorteio Público | Vagas ENEM | Reserva Ensino Público C1 | Reserva Ensino Público C10 | Renda igual o,0.037,41.908,2069,441,0.64,0.9352691583313602,0.9999999999,1.0,0.5425853921202508
mistral,mistral,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.," As inscrições para o Processo Seletivo serão realizadas no período das 14h do dia 04 de novembro de 2025 às 23h59min do dia 18 de novembro de 2025 , exclusivamente via INTERNET no endereço ingresso.ifrs.edu.br. A/o candidato/candidata, ao acessar o sistema de inscrição do IFRS, utilizará o login e ",0.038,28.723,1995,132,1.0,0.8616614656308073,0.9999999999,1.0,0.2141626883517618
mistral,mistral,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.", Não encontrei essa informação nos documentos.,0.038,22.866,1883,14,1.0,0.0,0.9999999999,1.0,0.2014276403926601
mistral,mistral,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.," Para solicitar acessibilidade ou condições especiais no dia da prova, você deve marcar as alternativas correspondentes na lista fornecida no documento. As opções incluem facilidades para locomoção, uso de cadeira de rodas, ambiente com poucas pessoas, presença de um acompanhante, uso de tecnologia ",0.041,29.911,1957,178,1.0,0.9631717745887589,0.9999999999,1.0,0.29929603458481113
mistral,mistral,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes."," A partir do contexto fornecido, os apoios especiais que podem ser solicitados para o dia da avaliação incluem:  1. Mesa adequada a uma cadeira de rodas; 2. Cadeira e mesa adequadas à minha estatura ou amputação; 3. Realização da prova em ambiente com poucas pessoas; 4. Presença de um acompanhante q",0.036,42.633,2038,458,1.0,0.9999999999999996,0.9999999999,1.0,0.4906477200417959
mistral,mistral,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.," As vagas destinadas à reserva de vagas para escolas públicas não são especificamente numeradas no contexto fornecido. No entanto, podemos ver que as vagas estão divididas em várias cotas (C9, C5, C7, C8, C6, C3, C2 e C10), algumas das quais são destinadas a estudantes de escola pública. Portanto, p",0.038,28.609,1980,130,1.0,0.0,0.9999999999,0.0,0.21543139971412056
mistral,mistral,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.," Para concorrer como egresso de escola pública, é necessário ter cursado integralmente o Ensino Médio em uma escola pública.",0.039,22.241,1772,38,1.0,0.963994476180144,0.9999999999,1.0,0.22780750992937215
mistral,mistral,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas."," Sim, se o candidato estudou com bolsa integral em escola particular, ele pode fornecer histórico escolar do ensino médio ou uma declaração emitida pela escola onde concluiu o ensino médio, informando em quais escolas o candidato estudou todas as séries ou anos. No entanto, ele não poderá concorrer ",0.037,30.935,1914,206,0.2857142857142857,0.0,0.9999999999,1.0,0.227976437604976
mistral,mistral,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa."," A comprovação de renda para as cotas destinadas à baixa renda é realizada através da apresentação de documentos que demonstram a renda familiar bruta per capita igual ou inferior a 1 salário mínimo. Esses documentos podem incluir, por exemplo, declarações de renda, comprovantes de assistência socia",0.04,28.516,2045,103,0.6,0.9745449386252975,0.0,0.0,0.20724533516836194
mistral,mistral,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas."," As vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas) são as vagas da Cota 1 e da Cota 3. A cota 1 é acesso universal para esses grupos, enquanto a cota 3 é destinada a candidatos que tenham cursado integralmente o Ensino Fundamental (Cursos Técnicos) ou Ensino Médio (Cursos d",0.038,31.207,2130,147,0.6666666666666666,0.9159978428196514,0.9999999999,1.0,nan
mistral,mistral,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública."," A pessoa com deficiência (PcD) que tenha cursado integralmente o Ensino Médio em escola pública, independente de renda pode concorrer na Cota 10.",0.036,28.249,2198,51,0.0,0.967471343633514,0.9999999999,0.0,0.6667727103830114
mistral,mistral,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.", Não encontrei essa informação nos documentos.,0.037,24.061,1989,14,1.0,0.0,0.0,0.0,0.19965254578362418
mistral,mistral,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.," A resposta não está clara no contexto fornecido. No entanto, considerando que a matrícula é efetivada apenas com a apresentação de toda documentação requerida (8.5), e que a comprovação da condição de egressa/egresso de escola pública será mediante apresentação de documentação, no ato de matrícula ",0.037,29.097,1977,148,0.6,0.0,0.0,0.0,0.21761365994382237
mistral,mistral,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X)., Autodeclaração de membro de Comunidade indígena (Anexo VII); Registro Administrativo de Nascimento de Indígena (RANI) ou Declaração de Membro de Comunidade Indígena pela Liderança da sua comunidade conforme modelo (Anexo VIII).,0.037,27.487,2062,74,0.6666666666666666,0.916301743727438,0.9999999999,1.0,0.7382315722001359
mistral,mistral,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares., (__) declaração de pertencimento à Comunidade Quilombola (Anexo XIV); e (__) documento oficial de identificação com foto e assinatura (frente e verso) de cada uma das três lideranças que assinarem a declaração de pertencimento quilombola; e (__) declaração expedida pela Fundação Cultural Palmares n,0.038,29.035,2029,117,0.6666666666666666,0.0,0.9999999999,1.0,0.7394196534370501
mistral,mistral,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente."," Se você enviar documentos apagados, cortados ou incompletos, eles não serão aceitos para matrícula. De acordo com o contexto fornecido, a resposta é: ""Não serão aceitos os documentos faltantes ou ilegíveis."" (6.8 no contexto fornecido).",0.04,26.688,1983,82,0.6,0.8502009541365942,0.9999999999,1.0,0.6302127902353987
mistral,mistral,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida."," Nesse caso, o candidato terá sua matrícula realizada de forma condicional, devendo apresentar o Certificado de Conclusão do Ensino Fundamental até 29 de maio de 2026.",0.042,23.413,1816,56,1.0,0.9075280259968572,0.9999999999,1.0,0.5497609056741355
mistral,mistral,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.," O processo de Heteroidentificação é um procedimento realizado pelo Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS) para verificar a autodeclaração racial das candidatas/candidatos negra/negro (preta/preto ou parda/pardo). Este processo é realizado por uma comissão de",0.038,28.926,2023,115,1.0,0.9455125172382136,0.9999999999,1.0,0.5189505987924059
