branch,modelo,pergunta,resposta_esperada,resposta_gerada,tempo_retrieval_s,tempo_llm_s,tokens_entrada,tokens_saida,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
llama3,llama3,Posso enviar recursos por e-mail diretamente ao campus?,"Não, recursos enviados por e-mail fora do sistema oficial não são analisados.","Sim, é possível enviar recursos por e-mail diretamente ao campus. De acordo com o item 8.1.2, você pode enviar um e-mail para o campus onde pretende realizar a prova no período de 24 de setembro de 2025 a 12 de outubro de 2025 solicitando o agendamento de atendimento on-line.",0.037,21.897,1548,77,0.8,0.9542378662202932,0.9999999999,0.0,0.20975227967854612
llama3,llama3,Qual é o prazo padrão para análise e resposta dos recursos?,O prazo exato de resposta está previsto no cronograma oficial do edital.,Não encontrei essa informação nos documentos.,0.041,22.659,1848,11,1.0,0.0,0.9999999999,1.0,0.20327822313576077
llama3,llama3,"Se meu recurso for negado, posso recorrer novamente?","Não, a decisão após a análise do recurso é definitiva na esfera administrativa.",Não encontrei essa informação nos documentos.,0.036,15.99,1639,11,0.0,0.0,0.0,0.0,0.20549902788824398
llama3,llama3,Candidatos de outras cidades podem concorrer às vagas de Ibirubá?,"Sim, o processo seletivo é aberto a candidatos de qualquer município do país.",Não encontrei essa informação nos documentos.,0.04,21.424,1761,11,0.0,0.0,0.0,0.0,0.7034323689889613
llama3,llama3,Há alojamento ou moradia estudantil oferecida pelo campus?,"Não, o IFRS Campus Ibirubá não possui alojamento ou moradia estudantil própria.",Não encontrei essa informação nos documentos.,0.037,19.708,1622,11,1.0,0.0,0.0,0.0,0.580974072397778
llama3,llama3,O campus oferece auxílio estudantil ou bolsas de permanência?,"Sim, o IFRS possui programas de auxílio baseados em critérios socioeconômicos.",Não encontrei essa informação nos documentos.,0.04,19.367,1587,11,0.0,0.0,0.0,1.0,0.20830290869104445
llama3,llama3,Quando abrem os editais para solicitação de auxílio estudantil?,Os editais de assistência abrem após o início do semestre letivo.,Não encontrei essa informação nos documentos.,0.037,19.599,1615,11,1.0,0.0,0.0,0.0,0.20504746967861012
llama3,llama3,Posso aproveitar disciplinas já cursadas em outra instituição?,"Sim, após a matrícula você pode solicitar aproveitamento mediante análise.",Não encontrei essa informação nos documentos.,0.036,18.543,1537,11,0.0,0.0,0.0,0.0,0.20150053343872484
llama3,llama3,Como solicito o aproveitamento de estudos após a matrícula?,A solicitação é feita na secretaria com o histórico e ementas das disciplinas.,Não encontrei essa informação nos documentos.,0.037,19.316,1561,11,1.0,0.0,0.0,0.0,0.20119049314115056
llama3,llama3,A documentação de matrícula pode ser entregue presencialmente?,"Não, o envio da documentação de pré-matrícula ocorre de forma totalmente eletrônica.","Sim. Segundo o item 12.4 do contexto, a/O candidata/candidato que não tiver acesso à internet, computador ou precisar de ajuda, poderá comparecer ao campus dentro do prazo para envio da documentação.",0.041,21.525,1630,55,1.0,0.9084492577605057,0.9999999999,0.0,0.21433498585176544
llama3,llama3,Qual o formato de arquivo exigido para o envio dos documentos?,"Os documentos geralmente devem ser anexados em formato PDF, JPG ou PNG.",Não encontrei essa informação nos documentos.,0.037,19.377,1594,11,1.0,0.0,0.0,0.0,0.2104391948380765
llama3,llama3,Qual o tamanho máximo permitido para os arquivos anexados no sistema?,O limite de tamanho por arquivo é estipulado pelo sistema de envio.,Não encontrei essa informação nos documentos.,0.037,19.333,1572,11,0.0,0.0,0.0,0.0,0.20197819805822126
llama3,llama3,O que faço se o sistema de inscrições apresentar instabilidade?,"Tente acessar em outro navegador, limpe o cache ou aguarde a normalização.",Não encontrei essa informação nos documentos.,0.036,14.714,1513,11,1.0,0.0,0.0,0.0,0.20531666023425335
llama3,llama3,É possível trancar a matrícula logo no primeiro semestre?,"Geralmente o trancamento no primeiro semestre não é permitido, salvo exceções legais.",Não encontrei essa informação nos documentos.,0.036,19.471,1611,11,1.0,0.0,0.0,0.0,0.2049242306633387
llama3,llama3,Cursos técnicos subsequentes exigem estágio obrigatório para conclusão?,"Sim, a maioria dos cursos exige o cumprimento de estágio curricular obrigatório.","Sim. O curso Técnico em Plásticos Noite 4 semestres* mencionado na tabela apresenta a observação ""*mais estágio obrigatório"", o que indica que esse curso técnico subsequente exige estágio obrigatório para conclusão.",0.037,21.502,1618,59,nan,0.9325592314330249,0.9999999999,1.0,0.47373690406262836
llama3,llama3,Os cursos de graduação do campus exigem Trabalho de Conclusão de Curso?,"Sim, o TCC é um componente curricular obrigatório para formatura nas graduações.",Não encontrei essa informação nos documentos.,0.035,19.363,1588,11,1.0,0.0,0.0,0.0,0.20162166526125458
llama3,llama3,Posso transferir meu curso para outro campus do IFRS futuramente?,"Sim, mediante editais internos de transferência e caso haja vaga disponível.",Não encontrei essa informação nos documentos.,0.042,19.308,1553,11,0.0,0.0,0.0,0.0,0.20340863566340384
llama3,llama3,A matrícula deve ser renovada a cada novo semestre?,"Sim, a rematrícula é obrigatória a cada semestre para manter o vínculo.",Não encontrei essa informação nos documentos.,0.036,19.481,1612,11,0.5,0.0,0.0,0.0,0.20187492686782726
llama3,llama3,O que ocorre se eu não renovar a matrícula no prazo estipulado?,O estudante perde o vínculo e tem a sua matrícula cancelada por abandono.,Não encontrei essa informação nos documentos.,0.037,19.802,1636,11,1.0,0.0,0.9999999999,0.0,0.20655756601624078
llama3,llama3,Como funciona a reclassificação de vagas não preenchidas?,As vagas são repassadas aos próximos da lista de espera por ordem de classificação.,A reclassificação de vagas não preenchidas ocorre da seguinte forma:  * As vagas das cotas que não forem preenchidas mudarão para outras cotas seguindo a sequência abaixo até serem preenchidas: Cota 2 → Cota 4 → Cota 3 → Cota 5 → Cota 6 → Cota 8 → Cota 7 → Cota 9 → Cota 1 (Anexo XI). * Se houver mai,0.037,29.977,1588,279,0.9411764705882353,0.9601636923530864,0.9999999999,1.0,0.21232417205577847
llama3,llama3,Candidatos que zeraram a redação do Enem podem usar a nota?,"Não, zerar qualquer prova ou a redação desclassifica o candidato pelo Enem.",Não encontrei essa informação nos documentos.,0.038,19.377,1589,11,0.0,0.0,0.9999999999,1.0,0.2084047997521979
llama3,llama3,Qual o critério de desempate caso dois candidatos tenham a mesma nota?,Os critérios de desempate geralmente priorizam candidatos de maior idade.,"Segundo os documentos, caso haja candidatas/candidatos com mesma nota, o critério de desempate para os cursos técnicos será:  * Da/do candidata/candidato com maior idade para a/o de menor idade, no caso de haver candidata/candidato maior de 60 anos empatado. * Se persistir o empate, o critério passa",0.036,32.564,1643,329,0.9166666666666666,0.9402085457991975,0.9999999999,1.0,0.492402833578105
llama3,llama3,Pessoas trans devem passar por banca de heteroidentificação?,"Não, a banca avalia apenas quem concorre nas cotas raciais para pretos e pardos.",Não encontrei essa informação nos documentos.,0.04,17.555,1438,11,1.0,0.0,0.9999999999,1.0,0.20145424839821846
llama3,llama3,A renda per capita é calculada com base no salário bruto ou líquido?,A renda familiar per capita é calculada com base na renda bruta mensal.,Não encontrei essa informação nos documentos.,0.039,16.941,1404,11,1.0,0.0,0.9999999999,1.0,0.2025736305588004
llama3,llama3,Estágio remunerado conta na composição da renda familiar para cotas?,"Sim, valores recebidos como bolsa de estágio entram no cômputo da renda familiar.",Não encontrei essa informação nos documentos.,0.037,19.369,1604,11,1.0,0.0,0.0,0.0,0.2028345000183288
llama3,llama3,Membros da família que moram em outra casa entram no cálculo de renda?,"Não, apenas pessoas que residem sob o mesmo teto e compartilham rendas entram no cálculo.",Não encontrei essa informação nos documentos.,0.042,21.836,1786,11,0.0,0.0,0.9999999999,0.0,0.2075910356223864
llama3,llama3,Posso alterar o e-mail cadastrado após finalizar a inscrição?,A alteração deve ser feita no sistema durante o período permitido pelo edital.,Não encontrei essa informação nos documentos.,0.037,18.434,1513,11,0.0,0.0,0.9999999999,0.0,0.20361770112989747
llama3,llama3,É obrigatório apresentar título de eleitor na matrícula?,"Sim, a certidão de quitação eleitoral é exigida para a matrícula de maiores de 18 anos.",Não encontrei essa informação nos documentos.,0.036,19.378,1601,11,0.0,0.0,0.0,0.0,0.2021741434113048
llama3,llama3,Homens maiores de 18 anos precisam de comprovante militar?,"Sim, a regularidade militar é obrigatória para candidatos homens maiores de 18 anos.","Sim, os homens do sexo masculino com idade entre 18 (dezoito) e 45 (quarenta e cinco) anos devem apresentar o Comprovante de quitação com o Serviço Militar.",0.036,21.953,1679,51,1.0,0.8812833504420351,0.9999999999,1.0,0.6577278079919078
llama3,llama3,Onde encontro o cronograma completo com todas as datas do edital?,O cronograma completo está disponível nos anexos do edital no site de ingresso do IFRS.,Encontrei essa informação nos documentos! O cronograma completo está disponível na página ingresso.ifrs.edu.br.,0.038,22.481,1781,27,1.0,0.9383497414960671,0.9999999999,0.0,0.5261664812504036
mistral,mistral,Quais são os cursos técnicos integrados ao Ensino Médio ofertados no Campus Ibirubá?,"Os cursos técnicos integrados ao Ensino Médio ofertados no campus são o Técnico em Agropecuária, Técnico em Informática e Técnico em Mecânica.", Técnico em Administração e Técnico em Informática.,5.542,26.537,2034,18,0.0,0.0,0.9999999999,0.0,0.5151980524464563
mistral,mistral,Quais são os turnos de funcionamento dos cursos técnicos integrados?,"O funcionamento dos cursos técnicos integrados ocorre nos turnos da manhã e da tarde (turno integral), com duração prevista de 3 anos.", Os cursos técnicos integrados ao ensino médio funcionam nos turnos de manhã e tarde.,0.078,22.718,1878,29,1.0,0.9635296044289362,0.9999999999,0.0,0.6127452390590301
mistral,mistral,Quais são os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá?,"Na modalidade subsequente, estão disponíveis os cursos de Técnico em Eletrotécnica e Técnico em Mecânica."," Os cursos técnicos subsequentes ao Ensino Médio disponíveis no Campus Ibirubá são: 1. Técnico em Agropecuária (Manhã e Tarde) 2. Técnico em Eletrotécnica (Noite) 3. Técnico em Mecânica (Manhã e Tarde, Prova; Noite, Sorteio Público ou Enem) 4. Técnico em Administração (Tarde, Prova ou Subsequente, N",0.039,32.216,2035,207,0.5,0.9962352836281919,0.9999999999,1.0,0.5090040534380376
mistral,mistral,Em qual turno ocorrem as aulas dos cursos subsequentes?,"As aulas dos cursos técnicos subsequentes acontecem no turno da noite, com duração de 4 semestres."," As aulas dos cursos subsequentes ao ensino médio ocorrem no turno da manhã e também na tarde, conforme mostrado nas tabelas fornecidas.",0.035,22.705,1794,43,0.6666666666666666,0.0,0.9999999999,0.0,0.23107460539696092
mistral,mistral,Quais são os cursos superiores de graduação ofertados no Campus Ibirubá?,"O campus oferece os seguintes cursos superiores de graduação: Bacharelado em Agronomia, Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática."," Os cursos superiores de graduação ofertados no Campus Ibirubá são: Bacharelado em Engenharia Mecânica, Bacharelado em Ciência da Computação e Licenciatura em Matemática.",0.042,25.478,2008,55,1.0,0.9999999999999999,0.9999999999,1.0,0.876473346481437
mistral,mistral,Qual é a duração e os turnos dos cursos de Agronomia e Engenharia Mecânica no campus?,"O curso de Agronomia ocorre nos turnos da manhã e da tarde com duração de 10 semestres. O curso de Engenharia Mecânica é ofertado no turno da noite, também com duração de 10 semestres."," MINISTÉRIO DA EDUCAÇÃO Secretaria de Educação Profissional e Tecnológica Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul Gabinete do Reitor 27 Rua Gen. Osório, 348 – Centro – Bento Gonçalves/RS – CEP 95.700-086 Telefone: (54) 3449.3371 –  ---  Cursos Superiores Turnos Duraç",0.038,44.402,1966,532,0.4,0.0,0.0,0.5,0.5473824128913813
mistral,mistral,Qual é a duração e os turnos de Ciência da Computação e Licenciatura em Matemática?,"O curso de Ciência da Computação ocorre à noite com duração de 9 semestres, enquanto a Licenciatura em Matemática também acontece no turno da noite com duração de 8 semestres."," A Licenciatura em Matemática tem duração de 8 semestres* e o turno é Noite. Já a Ciência da Computação não foi mencionada no contexto fornecido, portanto, não posso responder sobre ela.",0.038,25.326,1947,61,0.75,0.0,0.0,0.5,0.8372323566616389
mistral,mistral,Os cursos ofertados pelo IFRS Campus Ibirubá são pagos?,"Não. Todos os cursos oferecidos no IFRS são 100% gratuitos, não havendo cobrança de mensalidades ou taxas de matrícula."," Não, os cursos ofertados pelo IFRS Campus Ibirubá não são pagos. A taxa de inscrição é cobrada somente para candidatos que não receberam o direito de se inscrever sem pagar a taxa de inscrição.",0.038,25.949,1973,68,0.5,1.0000000000000002,0.9999999999,0.0,0.7939004001651047
mistral,mistral,Qual o valor da taxa de inscrição para os cursos técnicos integrados?,"A taxa de inscrição para os cursos técnicos na modalidade integrada é de R$ 60,00."," R$ 70,00 (setenta reais) caso o modo de ingresso escolhido seja por Prova e o curso da inscrição seja um curso técnico.",0.036,24.062,1908,48,0.75,0.9409056856788828,0.0,0.0,0.225258805022735
mistral,mistral,Quanto custa a inscrição para os cursos técnicos subsequentes?,"O custo é de R$ 20,00."," Para os cursos técnicos subsequentes, a taxa de inscrição é R$ 70,00 caso o modo de ingresso escolhido seja por Prova.",0.037,25.048,1962,46,1.0,0.9455679661720084,0.0,0.0,0.21290848340601246
mistral,mistral,Qual é o custo da inscrição para concorrer a uma vaga em curso de graduação?,"Se o candidato optar por concorrer via Exame de Seleção (prova), a taxa é de R$ 80,00. Caso a opção seja via nota do ENEM, a taxa é de R$ 20,00.", Não encontrei essa informação nos documentos.,0.036,22.679,1883,14,0.0,0.0,0.0,0.0,0.19622640328219648
mistral,mistral,Como deve ser efetuado o pagamento da taxa de inscrição?,"O pagamento deve ser realizado por meio de boleto bancário gerado ao final da inscrição, pagável na rede bancária ou via internet banking."," O pagamento da taxa de inscrição deve ser realizado até o dia 13 de outubro de 2025. Caso seja necessário realizar o pagamento no último dia, é necessário informar sobre o horário limite imposto pelo banco para o pagamento do boleto bancário para o processamento no mesmo dia. O valor da taxa de ins",0.041,26.723,1901,117,1.0,0.886248646967502,0.9999999999,1.0,0.21977346345331145
mistral,mistral,Até quando posso pagar a taxa de inscrição?,O boleto deve ser pago impreterivelmente até o prazo limite definido no cronograma oficial do edital correspondente., A taxa de inscrição pode ser paga até o dia 13 de outubro de 2025.,0.035,20.029,1933,29,1.0,0.9868093667739585,0.9999999999,1.0,0.21424175196629586
mistral,mistral,Posso modificar os dados da minha inscrição (como a opção de curso ou campus) após concluí-la?,"Sim, no entanto, após a finalização da inscrição, qualquer alteração exige que o candidato realize uma nova inscrição dentro do prazo regulamentar para que os novos dados sejam computados."," Sim, caso você precise alterar o curso ou a cota em que se inscreveu, precisará cancelar a inscrição e realizar uma nova dentro do prazo para inscrição. No entanto, após o período de inscrição, não será realizada troca de curso ou de cota. Se você cancelar a inscrição e realizar uma nova, precisará",0.036,28.525,1879,171,1.0,0.9310089766167761,0.9999999999,1.0,0.6770179147601808
mistral,mistral,É possível me inscrever em mais de um curso no mesmo edital do IFRS?,Não. É permitido realizar apenas uma única inscrição por candidato em cada edital.," Não, é permitido se inscrever em apenas um curso no mesmo edital do IFRS. (6.11, 6.12, 6.13, 6.14, 6.15, 6.16, 6.17, 5.10, 5.11 e 5.12)",0.041,26.169,1947,88,1.0,0.996686681389012,0.9999999999,1.0,0.8271332208153883
mistral,mistral,Há devolução do valor pago na taxa de inscrição se eu desistir de participar?,"Não. O valor pago na taxa de inscrição não é reembolsável sob nenhuma circunstância, exceto se houver cancelamento do certame por parte do IFRS."," Sim, haverá devolução do valor pago na taxa de inscrição se o Processo Seletivo for cancelado ou para as/os candidatas/candidatos inscritos em algum curso que seja cancelada a oferta. No entanto, caso o Processo Seletivo não seja cancelado e você desistir de participar, a taxa de inscrição não será",0.037,26.696,1943,102,1.0,0.8975581619826792,0.9999999999,1.0,0.41889604352236404
mistral,mistral,Quem tem direito a solicitar a isenção do pagamento da taxa de inscrição?,"Têm direito à isenção os candidatos com renda familiar bruta mensal de até 1 salário mínimo per capita (R$ 1.412,00) que estejam regularmente registrados no CadÚnico como baixa renda.", Pessoas cadastradas no CadÚnico como família de baixa renda (que recebe até 1 salário mínimo por pessoa por mês e o cadastro na última atualizado nos últimos 2 anos).,0.037,23.987,1872,55,1.0,0.8347344828001819,0.9999999999,0.0,0.6035024071819909
mistral,mistral,O cadastro do CadÚnico precisa ter alguma atualização recente?,Sim. O cadastro do candidato no CadÚnico deve estar obrigatoriamente atualizado nos últimos 2 anos.," Sim, os cadastros no CadÚnico precisam ser atualizados nos últimos 2 anos.",0.037,25.383,2065,26,1.0,0.9508244832397399,0.9999999999,1.0,0.8413704386771117
mistral,mistral,Onde realizo a solicitação de isenção de taxa?,"A solicitação deve ser realizada exclusivamente via internet, na página de ingressos do IFRS (ingresso.ifrs.edu.br)."," A solicitação de isenção de taxa pode ser realizada no endereço ingresso.ifrs.edu.br, após ter gerado o Extrato de Consulta Completo do CadÚnico e realizar o login com o CPF e senha do gov.br.",0.037,23.742,1808,69,1.0,0.9339962121189387,0.9999999999,1.0,0.4702914046479076
mistral,mistral,A isenção pode ser solicitada por mais de um membro do mesmo núcleo familiar?,"Sim. A isenção é um benefício de caráter estritamente individual, e cada integrante da mesma família que deseja concorrer deve fazer a sua própria solicitação."," Sim, cada membro de uma mesma família deve solicitar a isenção individualmente. (3.6)",0.037,22.138,1814,28,1.0,0.9417568405355184,0.9999999999,1.0,0.7351081457456952
mistral,mistral,"Se minha isenção de taxa for aprovada (deferida), já estou inscrito no Processo Seletivo?","Não. O candidato que teve a isenção aceita deve, obrigatoriamente, entrar no sistema e realizar a inscrição no curso desejado para gerar o comprovante de isento."," Não, se sua solicitação de isenção da taxa de inscrição for aceita ou deferida, você precisará realizar a inscrição no dia 24 de setembro de 2025 até o dia 12 de outubro de 2025.",0.038,24.688,1879,73,1.0,0.9206411677815884,0.9999999999,1.0,0.7827711678703335
mistral,mistral,O IFRS pode solicitar documentos de comprovação de renda para quem foi isento?,"Sim. O IFRS pode conferir e auditar as informações prestadas, e o candidato que prestar declarações falsas está sujeito a responder legalmente e ser eliminado do processo.", Não encontrei essa informação nos documentos.,0.038,21.974,1839,14,1.0,0.0,0.9999999999,1.0,0.19584245625632093
mistral,mistral,Qual o sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá?,O sistema de ingresso para os cursos técnicos integrados em Ibirubá é realizado por meio de Exame de Seleção (prova objetiva presencial).," O sistema utilizado para o ingresso nos cursos técnicos integrados de Ibirubá é a prova, com exceção do Técnico em Guia de Turismo que utiliza sorteio.",0.037,26.287,2047,52,0.5,0.9530648163584416,0.9999999999,1.0,0.5368679045976407
mistral,mistral,Como são distribuídas as vagas para os cursos técnicos subsequentes de Ibirubá?,As vagas da modalidade subsequente são preenchidas por meio de Sorteio Público ou classificação pela nota do ENEM.," As vagas para os cursos técnicos subsequentes do campus Ibirubá são distribuídas através da inscrição e seleção, com base em diferentes cotas. Cada cota tem uma determinada quantidade de vagas e é reservada a candidatos que atendem a certas condições específicas, como ser negro/negra (preta/preto, ",0.037,33.457,2069,230,0.9,0.9940517358316484,0.9999999999,1.0,0.20170380243579
mistral,mistral,Quais os meios para ingressar em um curso de graduação superior em Ibirubá?,Os ingressos para os cursos superiores de graduação em Ibirubá ocorrem via Exame de Seleção (prova com redação) ou utilizando a nota do ENEM.," As inscrições para o Processo Seletivo serão realizadas no período das 14h do dia 04 de novembro de 2025 às 23h59min do dia 18 de novembro de 2025 , exclusivamente via INTERNET no endereço ingresso.ifrs.edu.br. A/o candidata/candidato, ao acessar o sistema de inscrição do IFRS, utilizará o login e ",0.037,28.521,1995,132,1.0,0.8616614656308073,0.9999999999,1.0,0.21408085931712567
mistral,mistral,"Se eu escolher o ENEM para a graduação, posso usar notas de ""treineiro""?","Não. As notas do ENEM obtidas na condição de ""treineiro"" não são validadas para a classificação de vagas.", Não encontrei essa informação nos documentos.,0.037,22.689,1883,14,0.0,0.0,0.9999999999,1.0,0.2014276403926601
mistral,mistral,O que fazer se eu precisar de acessibilidade ou condições especiais no dia da prova?,O candidato deve indicar sua necessidade no Formulário de Solicitação de Condição Especial (Anexo II/IV/V) disponível no sistema no momento da inscrição.," Para solicitar acessibilidade ou condições especiais no dia da prova, é necessário assinalar as alternativas correspondentes na lista fornecida. Por exemplo, se você precisa de um intérprete de Libras (Língua Brasileira de Sinais), marque a opção ""Presença de intérprete de Libras"". Caso necessite d",0.037,27.761,1957,128,1.0,0.9756581595229938,0.9999999999,1.0,0.45724607543615586
mistral,mistral,Quais apoios especiais podem ser solicitados para o dia da avaliação?,"Podem ser solicitados auxílios como tempo adicional de prova, apoio de ledores ou transcritores, salas de fácil acesso e atendimento específico para lactantes."," A resposta não está no contexto fornecido. No entanto, os documentos mencionam que o Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Sul (IFRS) atenderá solicitações especiais levando em consideração critérios de viabilidade e razoabilidade, como a permissão para uso de tecnolog",0.037,35.283,2038,279,1.0,0.0,0.9999999999,1.0,0.453158485794821
mistral,mistral,Quantas vagas são destinadas à reserva de vagas para escolas públicas?,Pelo menos 50% das vagas totais de cada curso são reservadas exclusivamente para estudantes egressos de escolas públicas.," As vagas destinadas à reserva de vagas para escolas públicas podem ser calculadas somando as vagas das cotas C9, C5, C7, C8, C6, C3, C6 e C2. No entanto, a quantidade exata depende do número total de vagas disponíveis no processo seletivo.",0.037,26.548,1980,83,1.0,0.0,0.9999999999,0.0,0.22084556863431273
mistral,mistral,O que define se posso concorrer como egresso de escola pública?,É elegível o candidato que comprovar ter cursado integralmente todo o Ensino Fundamental (para cursos técnicos) ou todo o Ensino Médio (para cursos superiores) em instituições públicas de ensino.," Para concorrer como egresso de escola pública, é necessário ter cursado integralmente o Ensino Médio em uma escola pública.",0.038,22.073,1772,38,1.0,0.9402107273690646,0.9999999999,1.0,0.22780750992937215
mistral,mistral,"Se estudei com bolsa integral em escola particular, posso concorrer às vagas reservadas?","Não. Quem estudou em escola particular, mesmo que sob a condição de bolsista integral, não possui o direito de concorrer às cotas destinadas a escolas públicas."," Sim, se o candidato estudou com bolsa integral em escola particular durante o Ensino Médio ou o Ensino Fundamental, ele pode fornecer histórico escolar do respectivo ensino completo ou uma declaração emitida pela escola onde concluiu o curso, informando as escolas onde estudou todas as séries ou an",0.04,29.89,1914,184,0.7142857142857143,0.9602649507247569,0.9999999999,1.0,0.23216015842660626
mistral,mistral,Como funciona a comprovação de renda para as cotas destinadas à baixa renda?,"A comprovação de renda é baseada nos dados do candidato cadastrados no CadÚnico, exigindo-se a apresentação do Extrato de Consulta Completa."," A comprovação de renda para as cotas destinadas à baixa renda envolve a apresentação de documentos que mostrem a renda familiar bruta per capita igual ou inferior a 1 salário mínimo. Esses documentos podem incluir, por exemplo, declarações de renda e outros documentos financeiros.",0.036,27.456,2045,81,0.6666666666666666,0.9517892064070049,0.0,0.0,0.20656879421175556
mistral,mistral,"O que são as vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas)?","São as cotas voltadas para candidatos egressos de escola pública que se autodeclarem Pretos, Pardos, Indígenas ou Quilombolas."," As vagas destinadas ao grupo PPIQ (Pretos, Pardos, Indígenas e Quilombolas) são as vagas da Cota 1, Cota 3 e Cota 2.",0.036,27.192,2130,51,0.3333333333333333,0.9858487765895824,0.9999999999,1.0,0.22707945173631777
mistral,mistral,Quem pode concorrer na Cota 10 (destinada a Pessoas com Deficiência - PcD)?,"A Cota 10 (C10) é reservada exclusivamente para Pessoas com Deficiência (PcD), independentemente de renda ou de terem estudado em escola pública."," A pessoa com deficiência que tenha cursado integralmente o Ensino Médio em escola pública, independente de renda pode concorrer na Cota 10.",0.041,27.831,2198,46,0.0,0.9542695413425264,0.9999999999,0.0,0.6600507928525434
mistral,mistral,O que acontece se as vagas PcD não forem preenchidas por falta de candidatos?,"As vagas reservadas a PcD que não forem preenchidas por falta de candidatos são remanejadas para outras cotas ou destinadas ao Acesso Universal (Cota 1), dependendo da ordem descrita no edital.", Não encontrei essa informação nos documentos.,0.037,23.868,1989,14,1.0,0.0,0.9999999999,0.0,0.19965254578362418
mistral,mistral,O que o candidato aprovado por cota de escola pública precisa assinar na matrícula?,O candidato aprovado por cota de escola pública deve assinar eletronicamente a Declaração de Não Ter Estudado em Escolas Particulares.," O candidato aprovado por cota de escola pública precisa apresentar documentação para comprovação de escola pública e, se for classificado em uma das cotas específicas (Cotas 1, 2 ou 10), também precisará comprovar a renda familiar bruta per capita igual ou inferior a 1 salário mínimo. Não há inform",0.036,28.039,1977,121,0.6666666666666666,0.0,0.0,0.0,0.22310806842019898
mistral,mistral,Quais documentos específicos devem ser enviados por candidatos indígenas aprovados?,É necessário anexar a Autodeclaração de membro de Comunidade Indígena (Anexo VII/IX) junto ao RANI ou à Declaração de Membro assinada por liderança da comunidade indígena (Anexo VIII/X)., Autodeclaração de membro de Comunidade indígena (Anexo VII); Registro Administrativo de Nascimento de Indígena (RANI) ou declaração de pertença a grupo étnico indígena emitida por liderança indígena de sua comunidade conforme modelo (Anexo VIII).,0.038,27.576,2062,81,1.0,0.9112653595607891,0.9999999999,1.0,0.8611438787687814
mistral,mistral,Qual o documento necessário para candidatos que concorrem a vagas reservadas a Quilombolas?,O candidato deve enviar a Declaração de pertencimento quilombola (Anexo IX/XI) assinada por 3 lideranças (com cópias de seus documentos) e o documento de reconhecimento emitido pela Fundação Cultural Palmares., (__) declaração de pertencimento à Comunidade Quilombola (Anexo XIV); e (__) documento oficial de identificação com foto e assinatura (frente e verso) de cada uma das três lideranças que assinarem a declaração de pertencimento quilombola; e (__) declaração expedida pela Fundação Cultural Palmares n,0.037,28.844,2029,117,0.3333333333333333,0.0,0.9999999999,1.0,0.8394196534370503
mistral,mistral,"O que acontece se eu enviar documentos apagados, cortados ou incompletos?","O candidato que enviar documentação ilegível, rasurada ou incompleta terá sua matrícula indeferida automaticamente."," Se os documentos enviados forem apagados, cortados ou incompletos, eles não serão aceitos. De acordo com o contexto fornecido, se houver necessidade, você poderá ser convocado para a apresentação e conferência dos documentos originais (6.8). Caso você não apresente a documentação exigida quando sol",0.037,31.775,1983,215,1.0,0.9659690704412468,0.9999999999,1.0,0.34361019243514135
mistral,mistral,E se a escola ainda não tiver emitido meu Certificado de Conclusão na data da matrícula?,"É aceito o envio de uma Declaração provisória de provável conclusão emitida pela escola. A matrícula será homologada de forma condicional, devendo o certificado oficial ser apresentado na data limite estabelecida."," Neste caso, o candidato terá sua matrícula realizada de forma condicional, devendo apresentar o Certificado de Conclusão do Ensino Fundamental até 29 de maio de 2026.",0.037,23.246,1816,56,1.0,0.8903947455303954,0.9999999999,1.0,0.516482584551438
mistral,mistral,O que é o processo de Heteroidentificação?,É o procedimento presencial de verificação para confirmar a veracidade da autodeclaração prestada por candidatos pretos ou pardos.," O processo de Heteroidentificação é um procedimento realizado pelo Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (IFRS) para verificar a autodeclaração racial das candidatas/candidatos que se autodeclaram negras/negros (pretas/pretos ou pardas/pardos), no ato da inscrição",0.037,29.755,2023,141,1.0,0.9455125172382136,0.9999999999,1.0,0.5528528601814061
mistral,mistral,Quais são os critérios que a banca utiliza para avaliar o candidato?,"A banca baseia-se exclusivamente nos critérios fenotípicos (características físicas visíveis do candidato, tais como traços faciais, cabelo e cor da pele)."," Os critérios utilizados pela banca para avaliar o candidato, no contexto fornecido, estão relacionados à escola em que o candidato cursou o ensino médio, sua renda familiar bruta per capita e sua condição racial ou étnica. Além disso, há critérios específicos para pessoas com deficiência (PcD). Por",0.036,39.43,2114,358,1.0,0.93445767775378,0.0,0.0,0.21482825625260507
